X1	X2	X3	X4	X5	X6	X7
0.008545	0.012829	-0.025300	0.025648	0.032401	0.023197	0.048422
0.006367	0.015102	-0.028364	0.017764	0.030134	0.021266	0.033973
0.002759	0.019387	-0.032838	0.003835	0.025799	0.017612	0.008382
-0.000983	0.025167	-0.035905	-0.012867	0.019768	0.012636	-0.022418
-0.003379	0.031690	-0.034431	-0.028366	0.012531	0.006899	-0.051092
-0.003188	0.037998	-0.025967	-0.038857	0.004634	0.001073	-0.070439
0.000212	0.042988	-0.009612	-0.041563	-0.003384	-0.004142	-0.074938
0.006579	0.045492	0.013472	-0.035353	-0.011042	-0.008116	-0.061992
0.014774	0.044393	0.040060	-0.021015	-0.017952	-0.010395	-0.032618
0.022954	0.038767	0.065412	-0.001110	-0.023818	-0.010803	0.008573
0.028945	0.028035	0.084253	0.020563	-0.028428	-0.009507	0.054129
0.030731	0.012109	0.091979	0.039755	-0.031626	-0.007031	0.095125
0.026937	-0.008492	0.085799	0.052666	-0.033283	-0.004198	0.122878
0.017189	-0.032590	0.065531	0.056722	-0.033283	-0.002006	0.130708
0.002279	-0.058389	0.033865	0.051103	-0.031525	-0.001443	0.115371
-0.015927	-0.083612	-0.004031	0.036880	-0.027957	-0.003285	0.077875
-0.034814	-0.105743	-0.041469	0.016754	-0.022619	-0.007900	0.023484
-0.051525	-0.122354	-0.071593	-0.005550	-0.015702	-0.015127	-0.039133
-0.063524	-0.131467	-0.088824	-0.026087	-0.007599	-0.024233	-0.099467
-0.069115	-0.131892	-0.090086	-0.041523	0.001081	-0.034001	-0.147175
-0.067785	-0.123487	-0.075522	-0.049820	0.009524	-0.042907	-0.174139
-0.060314	-0.107259	-0.048548	-0.050605	0.016790	-0.049393	-0.176151
-0.048603	-0.085287	-0.015187	-0.045178	0.021926	-0.052160	-0.153882
-0.035283	-0.060442	0.017151	-0.036143	0.024115	-0.050427	-0.112892
-0.023162	-0.035935	0.041221	-0.026764	0.022838	-0.044114	-0.062634
-0.014646	-0.014774	0.051474	-0.020183	0.018000	-0.033886	-0.014622
-0.011243	0.000793	0.045247	-0.018686	0.010015	-0.021057	0.019912
