X1	X2	X3	X4	X5	X6	X7
0.082721	-0.095675	0.029175	-0.029956	0.036558	0.045948	0.059556
0.080789	-0.084659	0.026825	-0.030182	0.032662	0.046442	0.059715
0.076984	-0.063826	0.022475	-0.030944	0.025326	0.046990	0.059295
0.071446	-0.035419	0.016744	-0.032698	0.015404	0.046835	0.056990
0.064414	-0.002425	0.010390	-0.035787	0.004026	0.045121	0.051224
0.056251	0.031789	0.004142	-0.040156	-0.007551	0.041141	0.040533
0.047421	0.063870	-0.001467	-0.045166	-0.018111	0.034564	0.023946
0.038438	0.090829	-0.006216	-0.049579	-0.026640	0.025569	0.001293
0.029771	0.110304	-0.010248	-0.051741	-0.032449	0.014850	-0.026617
0.021741	0.120724	-0.014039	-0.049967	-0.035253	0.003501	-0.057996
0.014419	0.121367	-0.018270	-0.043003	-0.035181	-0.007208	-0.090245
0.007573	0.112337	-0.023644	-0.030482	-0.032722	-0.016112	-0.120280
0.000694	0.094488	-0.030673	-0.013210	-0.028620	-0.022400	-0.144949
-0.006905	0.069329	-0.039475	0.006800	-0.023731	-0.025798	-0.161487
-0.015915	0.038920	-0.049643	0.026595	-0.018871	-0.026620	-0.167911
-0.026822	0.005761	-0.060210	0.042824	-0.014683	-0.025683	-0.163316
-0.039710	-0.027336	-0.069739	0.052446	-0.011545	-0.024105	-0.148005
-0.054142	-0.057421	-0.076532	0.053437	-0.009538	-0.023032	-0.123454
-0.069141	-0.081626	-0.078928	0.045343	-0.008480	-0.023369	-0.092103
-0.083311	-0.097458	-0.075637	0.029506	-0.008005	-0.025570	-0.057029
-0.095073	-0.103114	-0.066047	0.008909	-0.007691	-0.029543	-0.021532
-0.102978	-0.097793	-0.050435	-0.012377	-0.007179	-0.034698	0.011275
-0.106023	-0.081937	-0.030034	-0.030018	-0.006274	-0.040108	0.038839
-0.103897	-0.057324	-0.006918	-0.040350	-0.004997	-0.044766	0.059437
-0.097091	-0.026973	0.016278	-0.041204	-0.003572	-0.047838	0.072319
-0.086829	0.005173	0.036772	-0.032425	-0.002351	-0.048883	0.077709
-0.074837	0.034756	0.052103	-0.015950	-0.001699	-0.047953	0.076685
-0.062974	0.057649	0.060574	0.004594	-0.001861	-0.045562	0.070947
-0.052824	0.070624	0.061567	0.024701	-0.002849	-0.042528	0.062528
-0.045339	0.071926	0.055675	0.040019	-0.004385	-0.039729	0.053486
-0.040620	0.061629	0.044607	0.047384	-0.005918	-0.037834	0.045614
-0.037902	0.041692	0.030874	0.045613	-0.006718	-0.037084	0.040211
-0.035751	0.015678	0.017317	0.035840	-0.006037	-0.037180	0.037940
-0.032439	-0.011830	0.006554	0.021324	-0.003301	-0.037320	0.038779
-0.026407	-0.036015	0.000473	0.006733	0.001716	-0.036371	0.042086
-0.016708	-0.052686	-0.000132	-0.002936	0.008769	-0.033149	0.046741
-0.003307	-0.059035	0.004290	-0.003576	0.017119	-0.026731	0.051370
0.012830	-0.054140	0.012171	0.006971	0.025622	-0.016732	0.054595
0.029909	-0.039136	0.021177	0.028245	0.032922	-0.003459	0.055295
0.045708	-0.016981	0.028738	0.057074	0.037713	0.012082	0.052820
0.058103	0.008104	0.032633	0.088102	0.039028	0.028355	0.047138
0.065622	0.031434	0.031515	0.114832	0.036475	0.043593	0.038865
0.067853	0.048734	0.025238	0.130982	0.030381	0.056163	0.029200
0.065622	0.056912	0.014936	0.131851	0.021792	0.064918	0.019725
0.060859	0.054581	0.002806	0.115400	0.012320	0.069440	0.012130
0.056175	0.042248	-0.008356	0.082800	0.003859	0.070126	0.007892
0.054230	0.022126	-0.015779	0.038320	-0.001780	0.068079	0.007955
0.057041	-0.002362	-0.017347	-0.011449	-0.003244	0.064836	0.012483
0.065383	-0.027270	-0.012125	-0.058850	0.000058	0.061985	0.020745
0.078456	-0.048872	-0.000636	-0.096657	0.007784	0.060770	0.031143
0.093903	-0.064301	0.015176	-0.119474	0.018680	0.061761	0.041429
0.108207	-0.071948	0.032295	-0.124753	0.030772	0.064691	0.049058
0.117402	-0.071596	0.047232	-0.113200	0.041728	0.068478	0.051647
0.117936	-0.064254	0.056756	-0.088511	0.049299	0.071459	0.047445
0.107515	-0.051790	0.058589	-0.056483	0.051763	0.071758	0.035743
