X1	X2	X3	X4	X5	X6	X7
0.025659	0.038462	0.037677	-0.000503	0.102052	0.047384	0.153307
0.019492	0.031826	0.032617	0.003529	0.090265	0.038871	0.122706
0.008228	0.019399	0.023395	0.010491	0.068717	0.023554	0.066519
-0.006204	0.002800	0.011645	0.018426	0.041034	0.004503	-0.006054
-0.021387	-0.015726	-0.000554	0.024983	0.011694	-0.014489	-0.083131
-0.034873	-0.033537	-0.011037	0.027954	-0.014888	-0.029670	-0.152072
-0.044615	-0.047905	-0.017918	0.025799	-0.035214	-0.038085	-0.201493
-0.049298	-0.056389	-0.019885	0.018026	-0.047332	-0.038139	-0.223025
-0.048490	-0.057236	-0.016385	0.005338	-0.051081	-0.029886	-0.212527
-0.042615	-0.049726	-0.007674	-0.010465	-0.047940	-0.014957	-0.170572
-0.032750	-0.034415	0.005257	-0.026827	-0.040500	0.003809	-0.102149
-0.020327	-0.013190	0.020851	-0.040926	-0.031732	0.022971	-0.015672
-0.006813	0.010906	0.037208	-0.050221	-0.024207	0.039166	0.078500
0.006552	0.034089	0.052310	-0.052929	-0.019482	0.049741	0.169744
0.018894	0.052431	0.064231	-0.048352	-0.017778	0.053183	0.248747
0.029716	0.062568	0.071294	-0.036969	-0.018045	0.049306	0.308712
0.038779	0.062369	0.072207	-0.020323	-0.018360	0.039144	0.345998
0.045933	0.051439	0.066166	-0.000703	-0.016575	0.024626	0.360143
0.050946	0.031338	0.052954	0.019266	-0.011026	0.008116	0.353322
0.053411	0.005419	0.033032	0.037056	-0.001121	-0.008068	0.329411
0.052769	-0.021676	0.007616	0.050602	0.012338	-0.022048	0.292886
0.048452	-0.044834	-0.021292	0.058523	0.027220	-0.032608	0.247820
0.040118	-0.059427	-0.050960	0.060206	0.040482	-0.039237	0.197183
0.027900	-0.062233	-0.078105	0.055734	0.048866	-0.042001	0.142578
0.012600	-0.052130	-0.099217	0.045737	0.049713	-0.041316	0.084448
-0.004263	-0.030410	-0.111010	0.031210	0.041691	-0.037701	0.022654
-0.020580	-0.000614	-0.110956	0.013350	0.025253	-0.031597	-0.042748
-0.033956	0.032081	-0.097809	-0.006528	0.002724	-0.023295	-0.110745
-0.042152	0.061834	-0.072022	-0.027022	-0.022055	-0.012994	-0.178861
-0.043562	0.083278	-0.035927	-0.046617	-0.044433	-0.000945	-0.243048
-0.037614	0.092585	0.006378	-0.063671	-0.059883	0.012354	-0.298072
-0.025000	0.088252	0.049479	-0.076449	-0.064955	0.026026	-0.338318
-0.007662	0.071424	0.087394	-0.083251	-0.058053	0.038767	-0.358886
0.011495	0.045672	0.114508	-0.082641	-0.039844	0.048958	-0.356732
0.029105	0.016276	0.126538	-0.073744	-0.013237	0.054905	-0.331599
0.041975	-0.010873	0.121337	-0.056557	0.017103	0.055171	-0.286488
0.047702	-0.030496	0.099371	-0.032182	0.045596	0.048924	-0.227537
0.045155	-0.039051	0.063754	-0.002901	0.066782	0.036210	-0.163258
0.034709	-0.035496	0.019787	0.027967	0.076347	0.018072	-0.103227
0.018155	-0.021528	-0.025917	0.056447	0.071946	-0.003526	-0.056469
-0.001660	-0.001252	-0.066586	0.078488	0.053662	-0.025968	-0.029813
-0.021429	0.019680	-0.096487	0.090649	0.024031	-0.046399	-0.026556
-0.038049	0.035269	-0.111950	0.090768	-0.012377	-0.062200	-0.045706
-0.049233	0.040465	-0.111985	0.078466	-0.049716	-0.071426	-0.081989
-0.053910	0.032288	-0.098384	0.055378	-0.081835	-0.073112	-0.126647
-0.052344	0.010537	-0.075260	0.025008	-0.103274	-0.067388	-0.168917
-0.045945	-0.022068	-0.048122	-0.007759	-0.110136	-0.055391	-0.197929
-0.036815	-0.060344	-0.022684	-0.037453	-0.100683	-0.039001	-0.204680
-0.027164	-0.097615	-0.003656	-0.058963	-0.075594	-0.020471	-0.183715
-0.018724	-0.126990	0.006231	-0.068469	-0.037859	-0.002053	-0.134204
-0.012317	-0.142696	0.006732	-0.064165	0.007650	0.014318	-0.060190
-0.007691	-0.141193	0.000035	-0.046640	0.054855	0.027200	0.030034
-0.003650	-0.121848	-0.009847	-0.018818	0.097281	0.035681	0.125313
0.001537	-0.087038	-0.018109	0.014536	0.128909	0.039296	0.213525
0.009558	-0.041669	-0.020371	0.047652	0.144946	0.037882	0.283634
0.021461	0.007766	-0.013806	0.074792	0.142447	0.031450	0.327510
0.037193	0.054411	0.002090	0.091263	0.120713	0.020131	0.341198
0.055404	0.092284	0.025252	0.094240	0.081425	0.004240	0.325399
0.073584	0.117282	0.051415	0.083221	0.028498	-0.015567	0.285098
0.088510	0.127772	0.075007	0.060045	-0.032343	-0.038094	0.228436
0.096930	0.124664	0.090374	0.028471	-0.094240	-0.061452	0.165062
0.096302	0.110982	0.093079	-0.006577	-0.150050	-0.083030	0.104294
0.085442	0.091052	0.080960	-0.039951	-0.193287	-0.099683	0.053458
0.064896	0.069504	0.054721	-0.067198	-0.219025	-0.108132	0.016710
0.036953	0.050295	0.017899	-0.085296	-0.224629	-0.105547	-0.005439
0.005276	0.035976	-0.023781	-0.093050	-0.210183	-0.090197	-0.015838
-0.025780	0.027331	-0.063544	-0.091099	-0.178512	-0.062029	-0.019744
-0.052014	0.023442	-0.094931	-0.081561	-0.134769	-0.023012	-0.023409
-0.070198	0.022139	-0.113104	-0.067410	-0.085596	0.022871	-0.032527
-0.078684	0.020706	-0.115798	-0.051733	-0.037995	0.070051	-0.050853
-0.077656	0.016669	-0.103699	-0.037054	0.001920	0.112183	-0.079290
-0.068976	0.008472	-0.080177	-0.024857	0.030050	0.143218	-0.115602
-0.055650	-0.004098	-0.050441	-0.015411	0.045095	0.158529	-0.154817
-0.041047	-0.019839	-0.020298	-0.007919	0.048808	0.155866	-0.190210
-0.028064	-0.036413	0.005173	-0.000936	0.045630	0.135921	-0.214673
-0.018425	-0.050897	0.022747	0.007065	0.041736	0.102343	-0.222174
-0.012311	-0.060488	0.031690	0.017111	0.043651	0.061170	-0.209013
-0.008396	-0.063174	0.033783	0.029299	0.056696	0.019754	-0.174650
-0.004305	-0.058243	0.032703	0.042609	0.083607	-0.014621	-0.121911
0.002622	-0.046500	0.032926	0.055036	0.123615	-0.036154	-0.056586
0.014438	-0.030158	0.038401	0.063991	0.172244	-0.041680	0.013538
0.031795	-0.012426	0.051320	0.066903	0.221934	-0.031306	0.079975
0.053458	0.003110	0.071291	0.061882	0.263394	-0.008385	0.134950
0.076272	0.013183	0.095130	0.048280	0.287479	0.021191	0.172647
0.095619	0.015474	0.117351	0.027023	0.287193	0.050227	0.190079
0.106301	0.009032	0.131273	0.000631	0.259413	0.071753	0.187442
0.103673	-0.005563	0.130511	-0.027110	0.205923	0.080497	0.167920
0.084770	-0.026351	0.110540	-0.051762	0.133495	0.073988	0.137009
0.049187	-0.050381	0.069954	-0.069014	0.052910	0.053052	0.101494
-0.000516	-0.074271	0.011146	-0.075491	-0.022918	0.021570	0.068301
-0.058989	-0.094813	-0.059786	-0.069411	-0.081403	-0.014434	0.043411
-0.118855	-0.109501	-0.133915	-0.050978	-0.112833	-0.048190	0.031024
-0.171923	-0.116890	-0.200993	-0.022407	-0.112482	-0.073733	0.033085
-0.210622	-0.116736	-0.251293	0.012406	-0.081802	-0.087260	0.049202
-0.229371	-0.109896	-0.277412	0.048531	-0.028416	-0.087982	0.076949
-0.225605	-0.098054	-0.275671	0.080830	0.035162	-0.078246	0.112417
-0.200257	-0.083323	-0.246809	0.104817	0.093873	-0.062914	0.150918
-0.157575	-0.067822	-0.195839	0.117393	0.133074	-0.048108	0.187686
-0.104335	-0.053316	-0.131071	0.117315	0.141550	-0.039617	0.218458
-0.048594	-0.040975	-0.062528	0.105329	0.113939	-0.041334	0.239862
0.001767	-0.031288	-0.000053	0.083946	0.052053	-0.054097	0.249595
0.040403	-0.024118	0.048500	0.056910	-0.035202	-0.075226	0.246395
0.063533	-0.018878	0.078620	0.028478	-0.133343	-0.098898	0.229881
0.070417	-0.014755	0.089792	0.002636	-0.224999	-0.117312	0.200335
0.063233	-0.010940	0.085320	-0.017586	-0.293241	-0.122418	0.158501
0.046410	-0.006803	0.071384	-0.030583	-0.324907	-0.107839	0.105465
0.025570	-0.001981	0.055550	-0.036348	-0.313244	-0.070558	0.042642
0.006324	0.003624	0.045046	-0.036325	-0.259327	-0.011988	-0.028138
-0.006811	0.009924	0.045178	-0.032990	-0.171966	0.061839	-0.104471
-0.011186	0.016774	0.058201	-0.029241	-0.066089	0.141061	-0.183235
-0.006327	0.024098	0.082880	-0.027736	0.040058	0.213614	-0.260497
0.006243	0.031988	0.114804	-0.030302	0.128360	0.267394	-0.331560
0.023577	0.040727	0.147368	-0.037540	0.184230	0.292530	-0.391185
0.042127	0.050740	0.173225	-0.048698	0.199290	0.283306	-0.433998
0.058593	0.062475	0.185869	-0.061834	0.172810	0.239334	-0.455052
0.070624	0.076232	0.181047	-0.074236	0.111654	0.165750	-0.450497
0.077209	0.091992	0.157705	-0.083017	0.028759	0.072383	-0.418243
0.078708	0.109266	0.118286	-0.085756	-0.059503	-0.027944	-0.358533
