X1	X2	X3	X4	X5	X6	X7
-0.003074	0.000385	0.018902	0.017868	0.013635	-0.014926	0.020917
-0.003752	0.001615	0.017993	0.016789	0.012999	-0.012332	0.017812
-0.004892	0.003836	0.016256	0.014721	0.011738	-0.007696	0.012169
-0.006107	0.006606	0.013853	0.011836	0.009870	-0.001999	0.005010
-0.006929	0.009343	0.011012	0.008380	0.007424	0.003571	-0.002397
-0.006905	0.011413	0.008015	0.004654	0.004444	0.007876	-0.008787
-0.005714	0.012229	0.005161	0.000984	0.000995	0.010084	-0.013147
-0.003242	0.011346	0.002725	-0.002315	-0.002828	0.009838	-0.014896
0.000369	0.008549	0.000909	-0.004984	-0.006886	0.007329	-0.013980
0.004724	0.003902	-0.000203	-0.006859	-0.010984	0.003236	-0.010843
0.009231	-0.002238	-0.000683	-0.007904	-0.014875	-0.001444	-0.006306
0.013198	-0.009246	-0.000760	-0.008220	-0.018265	-0.005625	-0.001367
0.015952	-0.016305	-0.000792	-0.008036	-0.020838	-0.008384	0.003030
0.016969	-0.022511	-0.001201	-0.007664	-0.022296	-0.009163	0.006185
0.015970	-0.027005	-0.002383	-0.007444	-0.022404	-0.007887	0.007780
0.012990	-0.029097	-0.004605	-0.007661	-0.021039	-0.004956	0.007913
0.008387	-0.028382	-0.007912	-0.008481	-0.018233	-0.001142	0.007030
0.002788	-0.024811	-0.012078	-0.009897	-0.014187	0.002610	0.005777
-0.003004	-0.018711	-0.016604	-0.011713	-0.009268	0.005407	0.004817
-0.008143	-0.010749	-0.020777	-0.013566	-0.003970	0.006618	0.004635
-0.011884	-0.001840	-0.023797	-0.014995	0.001148	0.006011	0.005401
-0.013707	0.006986	-0.024924	-0.015533	0.005546	0.003795	0.006922
-0.013402	0.014730	-0.023646	-0.014815	0.008782	0.000554	0.008673
-0.011105	0.020577	-0.019810	-0.012678	0.010584	-0.002906	0.009940
-0.007267	0.024004	-0.013694	-0.009219	0.010894	-0.005755	0.009999
-0.002565	0.024851	-0.005991	-0.004807	0.009872	-0.007340	0.008326
0.002216	0.023326	0.002289	-0.000032	0.007864	-0.007331	0.004760
0.006332	0.019951	0.009991	0.004396	0.005336	-0.005788	-0.000399
0.009201	0.015457	0.016032	0.007788	0.002783	-0.003125	-0.006403
0.010507	0.010657	0.019609	0.009619	0.000646	0.000001	-0.012172
0.010237	0.006302	0.020358	0.009654	-0.000768	0.002868	-0.016495
0.008666	0.002962	0.018427	0.008016	-0.001329	0.004862	-0.018280
0.006283	0.000947	0.014440	0.005183	-0.001093	0.005626	-0.016792
0.003680	0.000278	0.009363	0.001905	-0.000269	0.005130	-0.011848
0.001420	0.000706	0.004283	-0.000939	0.000835	0.003657	-0.003902
-0.000080	0.001782	0.000173	-0.002528	0.001894	0.001705	0.005982
-0.000635	0.002952	-0.002335	-0.002287	0.002632	-0.000158	0.016284
-0.000323	0.003668	-0.003087	-0.000030	0.002877	-0.001459	0.025273
0.000535	0.003480	-0.002443	0.003960	0.002590	-0.001950	0.031304
0.001460	0.002112	-0.001174	0.008960	0.001852	-0.001676	0.033113
0.001923	-0.000503	-0.000270	0.013918	0.000834	-0.000958	0.030056
0.001474	-0.004221	-0.000668	0.017655	-0.000260	-0.000296	0.022246
-0.000149	-0.008719	-0.002984	0.019104	-0.001242	-0.000218	0.010562
-0.002943	-0.013547	-0.007306	0.017543	-0.001986	-0.001122	-0.003475
-0.006624	-0.018189	-0.013100	0.012776	-0.002444	-0.003137	-0.017933
-0.010667	-0.022121	-0.019263	0.005223	-0.002644	-0.006062	-0.030775
-0.014396	-0.024868	-0.024314	-0.004113	-0.002655	-0.009391	-0.040176
-0.017116	-0.026034	-0.026701	-0.013791	-0.002548	-0.012415	-0.044819
-0.018241	-0.025336	-0.025156	-0.022173	-0.002353	-0.014400	-0.044087
-0.017416	-0.022618	-0.019007	-0.027719	-0.002034	-0.014773	-0.038163
-0.014591	-0.017869	-0.008408	-0.029271	-0.001478	-0.013278	-0.027977
-0.010035	-0.011228	0.005607	-0.026287	-0.000526	-0.010072	-0.015052
-0.004300	-0.002998	0.021243	-0.018959	0.000992	-0.005710	-0.001255
0.001877	0.006354	0.036227	-0.008203	0.003193	-0.001037	0.011508
0.007702	0.016211	0.048216	0.004476	0.006097	0.003006	0.021580
0.012458	0.025838	0.055231	0.017244	0.009587	0.005599	0.027797
0.015623	0.034431	0.056038	0.028242	0.013411	0.006254	0.029643
0.016946	0.041197	0.050403	0.035912	0.017204	0.004952	0.027285
0.016471	0.045442	0.039151	0.039252	0.020546	0.002174	0.021504
0.014504	0.046665	0.024018	0.037979	0.023033	-0.001190	0.013513
0.011532	0.044632	0.007329	0.032553	0.024348	-0.004024	0.004725
0.008116	0.039433	-0.008445	0.024069	0.024319	-0.005237	-0.003514
0.004771	0.031483	-0.021152	0.014037	0.022942	-0.004024	-0.010157
0.001878	0.021484	-0.029352	0.004087	0.020376	-0.000061	-0.014624
-0.000379	0.010335	-0.032572	-0.004329	0.016903	0.006395	-0.016873
-0.002018	-0.000988	-0.031339	-0.010193	0.012864	0.014535	-0.017355
-0.003228	-0.011562	-0.027028	-0.013083	0.008602	0.023156	-0.016886
-0.004286	-0.020642	-0.021519	-0.013217	0.004395	0.030904	-0.016427
-0.005467	-0.027754	-0.016768	-0.011365	0.000439	0.036562	-0.016848
-0.006953	-0.032730	-0.014366	-0.008657	-0.003165	0.039303	-0.018707
-0.008768	-0.035696	-0.015186	-0.006333	-0.006375	0.038866	-0.022093
-0.010754	-0.037002	-0.019198	-0.005467	-0.009166	0.035602	-0.026574
-0.012588	-0.037113	-0.025483	-0.006744	-0.011486	0.030384	-0.031252
-0.013854	-0.036492	-0.032444	-0.010312	-0.013229	0.024401	-0.034931
-0.014131	-0.035490	-0.038161	-0.015749	-0.014227	0.018887	-0.036364
-0.013102	-0.034277	-0.040832	-0.022142	-0.014282	0.014838	-0.034529
-0.010642	-0.032811	-0.039173	-0.028262	-0.013227	0.012789	-0.028874
-0.006878	-0.030881	-0.032718	-0.032799	-0.010991	0.012700	-0.019497
-0.002194	-0.028177	-0.021941	-0.034617	-0.007663	0.013975	-0.007186
0.002805	-0.024401	-0.008183	-0.032965	-0.003524	0.015619	0.006659
0.007393	-0.019371	0.006610	-0.027626	0.000956	0.016472	0.020249
0.010836	-0.013107	0.020269	-0.018960	0.005182	0.015499	0.031712
0.012528	-0.005866	0.030825	-0.007850	0.008527	0.012039	0.039437
0.012107	0.001867	0.036894	0.004445	0.010453	0.005974	0.042392
0.009538	0.009454	0.037926	0.016494	0.010631	-0.002230	0.040331
0.005131	0.016204	0.034286	0.026927	0.009024	-0.011617	0.033878
-0.000487	0.021502	0.027149	0.034640	0.005914	-0.020936	0.024427
-0.006461	0.024911	0.018229	0.038950	0.001867	-0.028916	0.013902
-0.011848	0.026257	0.009422	0.039681	-0.002372	-0.034532	0.004405
-0.015761	0.025653	0.002417	0.037152	-0.006024	-0.037215	-0.002180
-0.017521	0.023463	-0.001618	0.032100	-0.008445	-0.036950	-0.004547
-0.016770	0.020234	-0.002232	0.025534	-0.009260	-0.034260	-0.002220
-0.013538	0.016590	0.000277	0.018569	-0.008454	-0.030053	0.004355
-0.008241	0.013115	0.004986	0.012246	-0.006380	-0.025400	0.013896
-0.001621	0.010272	0.010601	0.007391	-0.003685	-0.021277	0.024537
0.005372	0.008343	0.015763	0.004512	-0.001172	-0.018349	0.034196
0.011732	0.007422	0.019356	0.003754	0.000391	-0.016829	0.040977
0.016561	0.007451	0.020729	0.004913	0.000440	-0.016460	0.043546
0.019213	0.008275	0.019806	0.007492	-0.001239	-0.016614	0.041373
0.019400	0.009714	0.017058	0.010792	-0.004452	-0.016478	0.034824
0.017236	0.011616	0.013343	0.014026	-0.008625	-0.015291	0.025066
0.013214	0.013877	0.009676	0.016427	-0.012919	-0.012558	0.013814
0.008116	0.016427	0.006974	0.017344	-0.016415	-0.008202	0.002972
0.002879	0.019183	0.005835	0.016321	-0.018310	-0.002607	-0.005753
-0.001574	0.021991	0.006402	0.013149	-0.018103	0.003459	-0.011177
-0.004492	0.024562	0.008354	0.007889	-0.015704	0.009012	-0.012857
-0.005435	0.026455	0.010986	0.000872	-0.011460	0.013090	-0.011135
-0.004350	0.027095	0.013403	-0.007334	-0.006084	0.014985	-0.007024
-0.001578	0.025854	0.014730	-0.015968	-0.000494	0.014420	-0.001953
0.002206	0.022174	0.014326	-0.024156	0.004385	0.011629	0.002563
0.006122	0.015713	0.011929	-0.030999	0.007820	0.007318	0.005255
0.009253	0.006482	0.007717	-0.035681	0.009424	0.002514	0.005361
0.010822	-0.005060	0.002257	-0.037575	0.009220	-0.001668	0.002756
0.010352	-0.017995	-0.003630	-0.036349	0.007618	-0.004278	-0.002056
0.007771	-0.031020	-0.009055	-0.032043	0.005284	-0.004751	-0.008098
0.003445	-0.042611	-0.013260	-0.025113	0.002963	-0.003040	-0.014178
-0.001879	-0.051258	-0.015780	-0.016416	0.001279	0.000368	-0.019170
-0.007196	-0.055728	-0.016533	-0.007144	0.000566	0.004555	-0.022277
-0.011430	-0.055295	-0.015819	0.001310	0.000781	0.008380	-0.023188
-0.013640	-0.049911	-0.014235	0.007536	0.001510	0.010733	-0.022122
-0.013215	-0.040254	-0.012528	0.010315	0.002079	0.010787	-0.019729
-0.010012	-0.027649	-0.011416	0.008836	0.001739	0.008185	-0.016899
-0.004410	-0.013866	-0.011431	0.002874	-0.000124	0.003127	-0.014514
0.002724	-0.000826	-0.012795	-0.007105	-0.003792	-0.003670	-0.013210
0.010172	0.009730	-0.015386	-0.019927	-0.009093	-0.011115	-0.013213
0.016571	0.016549	-0.018768	-0.033818	-0.015385	-0.017974	-0.014283
0.020658	0.019091	-0.022285	-0.046604	-0.021652	-0.023115	-0.015778
0.021506	0.017609	-0.025207	-0.056021	-0.026697	-0.025734	-0.016825
0.018709	0.013092	-0.026873	-0.060053	-0.029390	-0.025493	-0.016548
0.012479	0.007057	-0.026812	-0.057284	-0.028922	-0.022566	-0.014306
0.003636	0.001234	-0.024831	-0.047174	-0.024995	-0.017563	-0.009863
-0.006519	-0.002789	-0.021025	-0.030239	-0.017914	-0.011380	-0.003476
-0.016418	-0.003899	-0.015755	-0.008063	-0.008556	-0.004989	0.004147
-0.024488	-0.001685	-0.009564	0.016855	0.001791	0.000757	0.011994
-0.029428	0.003457	-0.003092	0.041402	0.011666	0.005285	0.018957
-0.030435	0.010409	0.003026	0.062289	0.019716	0.008372	0.024071
-0.027341	0.017549	0.008234	0.076538	0.024955	0.010138	0.026703
-0.020643	0.023086	0.012103	0.081953	0.026937	0.010948	0.026662
-0.011407	0.025438	0.014363	0.077500	0.025816	0.011274	0.024204
-0.001076	0.023577	0.014899	0.063522	0.022282	0.011538	0.019925
0.008789	0.017270	0.013751	0.041751	0.017375	0.011999	0.014593
0.016786	0.007167	0.011100	0.015100	0.012248	0.012688	0.008949
0.021906	-0.005280	0.007266	-0.012739	0.007910	0.013420	0.003541
0.023696	-0.018062	0.002699	-0.037834	0.005014	0.013872	-0.001372
0.022307	-0.028975	-0.002036	-0.056608	0.003750	0.013705	-0.005814
0.018435	-0.036016	-0.006288	-0.066386	0.003837	0.012683	-0.010000
0.013153	-0.037765	-0.009381	-0.065825	0.004642	0.010769	-0.014180
0.007687	-0.033648	-0.010694	-0.055128	0.005366	0.008161	-0.018473
0.003172	-0.024055	-0.009772	-0.036020	0.005268	0.005263	-0.022739
0.000429	-0.010284	-0.006430	-0.011480	0.003867	0.002584	-0.026538
-0.000171	0.005679	-0.000835	0.014722	0.001067	0.000614	-0.029198
0.001240	0.021500	0.006449	0.038629	-0.002813	-0.000309	-0.029974
0.004089	0.034893	0.014499	0.056715	-0.007119	-0.000096	-0.028272
0.007498	0.043991	0.022135	0.066440	-0.011016	0.001058	-0.023867
0.010489	0.047639	0.028102	0.066636	-0.013696	0.002718	-0.017058
0.012189	0.045549	0.031286	0.057667	-0.014571	0.004315	-0.008711
0.012015	0.038298	0.030943	0.041337	-0.013410	0.005299	-0.000146
0.009780	0.027177	0.026877	0.020564	-0.010387	0.005291	0.007103
0.005724	0.013936	0.019540	-0.001119	-0.006035	0.004202	0.011619
0.000451	0.000459	0.010009	-0.020157	-0.001109	0.002277	0.012451
-0.005210	-0.011546	-0.000164	-0.033549	0.003595	0.000057	0.009387
-0.010377	-0.020804	-0.009204	-0.039321	0.007427	-0.001741	0.003091
-0.014295	-0.026628	-0.015441	-0.036816	0.010026	-0.002401	-0.004966
-0.016479	-0.028944	-0.017641	-0.026757	0.011378	-0.001402	-0.012763
-0.016796	-0.028219	-0.015272	-0.011084	0.011791	0.001424	-0.018144
-0.015472	-0.025297	-0.008664	0.007403	0.011776	0.005810	-0.019303
-0.013018	-0.021181	0.001005	0.025521	0.011887	0.011064	-0.015231
-0.010114	-0.016835	0.011881	0.040230	0.012543	0.016191	-0.006021
-0.007454	-0.013014	0.021754	0.049104	0.013893	0.020086	0.007054
-0.005608	-0.010164	0.028460	0.050684	0.015760	0.021777	0.021716
-0.004913	-0.008409	0.030306	0.044658	0.017671	0.020641	0.035103
-0.005423	-0.007591	0.026412	0.031851	0.018974	0.016571	0.044343
-0.006929	-0.007369	0.016916	0.014046	0.019012	0.010025	0.047171
-0.009019	-0.007334	0.002996	-0.006336	0.017311	0.001965	0.042452
-0.011193	-0.007104	-0.013315	-0.026623	0.013729	-0.006319	0.030499
-0.012972	-0.006395	-0.029473	-0.044281	0.008533	-0.013455	0.013085
-0.014004	-0.005043	-0.042880	-0.057252	0.002373	-0.018262	-0.006834
-0.014124	-0.002993	-0.051351	-0.064190	-0.003836	-0.019982	-0.025672
-0.013371	-0.000256	-0.053518	-0.064573	-0.009099	-0.018428	-0.039908
-0.011950	0.003130	-0.049079	-0.058690	-0.012555	-0.014016	-0.046791
