X1	X2	X3	X4	X5	X6	X7
-0.149238	-0.074563	-0.148759	-0.246859	-0.024735	0.191213	0.015081
-0.135132	-0.063115	-0.132765	-0.224171	-0.028894	0.171240	0.014305
-0.108857	-0.041500	-0.102095	-0.182269	-0.034865	0.133398	0.012590
-0.073933	-0.012071	-0.059286	-0.127405	-0.038602	0.081638	0.009634
-0.034833	0.022124	-0.007899	-0.067377	-0.035493	0.021282	0.005054
0.003807	0.057793	0.047753	-0.010027	-0.021717	-0.041609	-0.001528
0.037964	0.091833	0.102931	0.038213	0.004520	-0.100924	-0.010372
0.064850	0.121667	0.152844	0.073409	0.042164	-0.151170	-0.021481
0.083257	0.145410	0.193038	0.094618	0.087140	-0.188022	-0.034480
0.093572	0.161888	0.219785	0.103709	0.132886	-0.208698	-0.048517
0.097481	0.170506	0.230444	0.104562	0.171517	-0.212124	-0.062244
0.097439	0.171080	0.223767	0.101857	0.195373	-0.198894	-0.073899
0.096037	0.163676	0.200120	0.099756	0.198636	-0.171051	-0.081496
0.095400	0.148555	0.161559	0.100778	0.178650	-0.131738	-0.083129
0.096763	0.126231	0.111738	0.105158	0.136659	-0.084795	-0.077331
0.100284	0.097641	0.055621	0.110835	0.077787	-0.034348	-0.063445
0.105132	0.064352	-0.001027	0.114076	0.010242	0.015552	-0.041915
0.109806	0.028710	-0.052307	0.110590	-0.056107	0.061206	-0.014421
0.112588	-0.006164	-0.092968	0.096864	-0.111497	0.099463	0.016186
0.112015	-0.036617	-0.119184	0.071375	-0.148019	0.127826	0.046197
0.107253	-0.058941	-0.129200	0.035393	-0.161019	0.144520	0.071559
0.098270	-0.070061	-0.123702	-0.006880	-0.149864	0.148517	0.088534
0.085801	-0.068270	-0.105828	-0.048895	-0.117927	0.139575	0.094387
0.071091	-0.053881	-0.080740	-0.082974	-0.071845	0.118265	0.087976
0.055531	-0.029573	-0.054811	-0.101931	-0.020176	0.086017	0.070116
0.040255	-0.000307	-0.034505	-0.100721	0.028212	0.045134	0.043623
0.025846	0.027266	-0.025157	-0.077768	0.065733	-0.001239	0.012999
0.012216	0.045878	-0.029866	-0.035629	0.087312	-0.049236	-0.016221
-0.001288	0.049021	-0.048728	0.019184	0.091053	-0.094490	-0.038367
-0.015570	0.032404	-0.078605	0.077234	0.078245	-0.132481	-0.048631
-0.031353	-0.004834	-0.113520	0.127869	0.052755	-0.158966	-0.043991
-0.048726	-0.059439	-0.145645	0.161274	0.019982	-0.170474	-0.023891
-0.066821	-0.124106	-0.166748	0.170449	-0.014363	-0.164781	0.009460
-0.083716	-0.188372	-0.169831	0.152682	-0.045400	-0.141308	0.051254
-0.096617	-0.240255	-0.150650	0.110207	-0.069897	-0.101344	0.094698
-0.102341	-0.268395	-0.108793	0.049877	-0.086619	-0.048064	0.132007
-0.097981	-0.264302	-0.048074	-0.018108	-0.096189	0.013717	0.155623
-0.081655	-0.224274	0.023876	-0.082160	-0.100543	0.078017	0.159465
-0.053141	-0.150583	0.096794	-0.131561	-0.102136	0.138361	0.140021
-0.014273	-0.051611	0.159545	-0.158554	-0.103127	0.188561	0.097080
0.031052	0.059165	0.202126	-0.159827	-0.104737	0.223494	0.034000
0.077266	0.165223	0.217537	-0.137086	-0.106922	0.239768	-0.042558
0.117894	0.249755	0.203132	-0.096583	-0.108425	0.236176	-0.123396
0.146560	0.298625	0.161166	-0.047726	-0.107164	0.213856	-0.197955
0.158050	0.302996	0.098421	-0.001043	-0.100856	0.176129	-0.255725
0.149221	0.261061	0.024963	0.034038	-0.087690	0.128046	-0.287710
