X1	X2	X3	X4	X5	X6	X7
0.140250	0.041579	0.346452	0.699646	0.066542	0.055310	0.004713
0.121003	0.023857	0.297753	0.594642	0.048116	0.042173	-0.041058
0.085307	-0.009495	0.208329	0.402622	0.015119	0.018859	-0.119557
0.038370	-0.054380	0.092694	0.156496	-0.025464	-0.009362	-0.207551
-0.012911	-0.104911	-0.030671	-0.101516	-0.064816	-0.036056	-0.276751
-0.060918	-0.153839	-0.142545	-0.327066	-0.093947	-0.055038	-0.300138
-0.098408	-0.193230	-0.226227	-0.481205	-0.105402	-0.061724	-0.258199
-0.119584	-0.215421	-0.270214	-0.536973	-0.094703	-0.054144	-0.143751
-0.120987	-0.214173	-0.269839	-0.483924	-0.061275	-0.033393	0.035663
-0.102073	-0.185850	-0.227619	-0.329835	-0.008669	-0.003426	0.258353
-0.065380	-0.130412	-0.152332	-0.099333	0.055942	0.029752	0.491962
-0.016223	-0.051968	-0.057083	0.170293	0.122927	0.059330	0.699212
0.038044	0.041330	0.043185	0.435358	0.181802	0.079091	0.844804
0.089116	0.138128	0.134230	0.653018	0.222997	0.084673	0.902118
0.129018	0.225425	0.204617	0.788255	0.239480	0.074432	0.858394
0.151362	0.290626	0.247052	0.819416	0.227940	0.049731	0.717364
0.152400	0.323732	0.258811	0.741410	0.189346	0.014606	0.498811
0.131654	0.319272	0.241312	0.566080	0.128769	-0.025095	0.235119
0.092023	0.277540	0.199081	0.319764	0.054524	-0.062908	-0.034524
0.039320	0.204843	0.138433	0.038548	-0.023214	-0.093023	-0.271150
-0.018685	0.112630	0.066218	-0.237895	-0.094071	-0.111346	-0.442917
-0.073571	0.015601	-0.011113	-0.472801	-0.149124	-0.116158	-0.530575
-0.117680	-0.070878	-0.087993	-0.637993	-0.182242	-0.108235	-0.530482
-0.145388	-0.133575	-0.159788	-0.717840	-0.190920	-0.090455	-0.454628
-0.153995	-0.163853	-0.222564	-0.710880	-0.176461	-0.066981	-0.327728
-0.144069	-0.159262	-0.272785	-0.628968	-0.143515	-0.042251	-0.182023
-0.119181	-0.123946	-0.307146	-0.494229	-0.099086	-0.019995	-0.050832
-0.085070	-0.067727	-0.322699	-0.334489	-0.051206	-0.002506	0.037848
-0.048427	-0.004044	-0.317271	-0.178081	-0.007518	0.009697	0.066455
-0.015521	0.052833	-0.290092	-0.048990	0.025951	0.017738	0.030746
0.009037	0.090755	-0.242416	0.036815	0.045655	0.023868	-0.060039
0.023158	0.102173	-0.177911	0.073300	0.050868	0.030686	-0.185670
0.027575	0.085629	-0.102604	0.064312	0.043495	0.040303	-0.319474
0.025519	0.045928	-0.024290	0.021716	0.027418	0.053659	-0.433959
0.021861	-0.007040	0.048560	-0.037774	0.007535	0.070149	-0.506348
0.021873	-0.060572	0.108193	-0.096382	-0.011306	0.087643	-0.522926
0.029903	-0.102031	0.148987	-0.138898	-0.025273	0.102904	-0.481370
0.048233	-0.121688	0.168532	-0.155469	-0.032222	0.112297	-0.390696
0.076379	-0.114904	0.168099	-0.143087	-0.031996	0.112627	-0.268923
0.110995	-0.083169	0.152335	-0.105598	-0.026283	0.101918	-0.139048
0.146414	-0.033764	0.128204	-0.052342	-0.018116	0.079958	-0.024227
0.175717	0.021886	0.103371	0.004186	-0.011123	0.048492	0.056827
0.192127	0.070790	0.084405	0.051118	-0.008685	0.011015	0.093298
0.190428	0.101351	0.075204	0.077860	-0.013175	-0.027782	0.083919
0.168116	0.106020	0.076057	0.078096	-0.025412	-0.062813	0.036612
0.126049	0.083066	0.083590	0.050812	-0.044431	-0.089456	-0.033710
