X1	X2	X3	X4	X5	X6	X7
0.106973	-0.039256	0.103610	0.024080	0.020921	0.004075	0.160944
0.076686	-0.033225	0.093012	0.001583	0.006562	0.005303	0.144978
0.021151	-0.023057	0.073035	-0.036843	-0.018929	0.007501	0.116096
-0.050375	-0.011959	0.046104	-0.079439	-0.049681	0.010197	0.079744
-0.125923	-0.003447	0.015763	-0.111768	-0.078260	0.012788	0.042620
-0.192749	-0.000206	-0.013583	-0.119898	-0.097061	0.014663	0.011277
-0.239399	-0.003115	-0.037172	-0.093660	-0.099784	0.015352	-0.009220
-0.257540	-0.010748	-0.050661	-0.029353	-0.082745	0.014678	-0.016271
-0.243280	-0.019509	-0.051073	0.068675	-0.045768	0.012887	-0.010154
-0.197758	-0.024414	-0.037756	0.187950	0.007515	0.010716	0.006216
-0.126902	-0.020361	-0.013068	0.309442	0.070050	0.009363	0.028117
-0.040436	-0.003587	0.017446	0.410594	0.132417	0.010341	0.050242
0.049725	0.027050	0.045596	0.469359	0.184390	0.015213	0.068023
0.131397	0.069325	0.061830	0.468553	0.216775	0.025246	0.078745
0.194043	0.117659	0.057134	0.399686	0.223174	0.041032	0.082185
0.230382	0.163965	0.025201	0.265506	0.201362	0.062166	0.080612
0.237428	0.199199	-0.035591	0.080635	0.153964	0.087065	0.078144
0.216794	0.215289	-0.120891	-0.129990	0.088266	0.112989	0.079588
0.174253	0.207038	-0.220191	-0.334770	0.015126	0.136308	0.089041
0.118641	0.173555	-0.317962	-0.500645	-0.052870	0.153000	0.108558
0.060311	0.118834	-0.396042	-0.598990	-0.103701	0.159305	0.137222
0.009412	0.051325	-0.436918	-0.611111	-0.128225	0.152431	0.170851
-0.025715	-0.017499	-0.427291	-0.532268	-0.122079	0.131168	0.202458
-0.039772	-0.075322	-0.361187	-0.373350	-0.086749	0.096276	0.223388
-0.031183	-0.111465	-0.241916	-0.159733	-0.029559	0.050549	0.224951
-0.002147	-0.119165	-0.082345	0.072641	0.037490	-0.001498	0.200211
0.041901	-0.097161	0.096692	0.283342	0.099859	-0.054263	0.145563
0.093303	-0.050194	0.269658	0.434652	0.143217	-0.101936	0.061781
0.143443	0.011686	0.410689	0.498549	0.156269	-0.139436	-0.045706
0.184069	0.074940	0.498247	0.462109	0.133125	-0.163240	-0.167390
0.208439	0.125129	0.519115	0.330246	0.074693	-0.171933	-0.290999
0.212159	0.149776	0.470926	0.125160	-0.011195	-0.166366	-0.403324
0.193603	0.140916	0.362668	-0.117493	-0.111027	-0.149386	-0.492201
0.153938	0.096825	0.213041	-0.355043	-0.207999	-0.125206	-0.548286
0.096782	0.022553	0.046985	-0.545651	-0.285116	-0.098535	-0.566291
0.027631	-0.070847	-0.108922	-0.656070	-0.328421	-0.073669	-0.545494
-0.046860	-0.168268	-0.231264	-0.667771	-0.329695	-0.053727	-0.489462
-0.119604	-0.253300	-0.303800	-0.580244	-0.288090	-0.040193	-0.405105
-0.183765	-0.311255	-0.319919	-0.410803	-0.210365	-0.032853	-0.301313
-0.233338	-0.331874	-0.283084	-0.190934	-0.109640	-0.030117	-0.187472
-0.263627	-0.311212	-0.205268	0.040055	-0.002933	-0.029638	-0.072190
-0.271623	-0.252346	-0.103823	0.242803	0.092056	-0.029056	0.037546
-0.256289	-0.164787	0.002448	0.385480	0.160261	-0.026690	0.136656
-0.218742	-0.062739	0.097135	0.449642	0.192001	-0.021992	0.221736
-0.162308	0.037457	0.169114	0.433206	0.184640	-0.015666	0.290472
-0.092393	0.120182	0.213926	0.349953	0.142817	-0.009417	0.340934
-0.016125	0.173178	0.233456	0.225771	0.077251	-0.005417	0.371044
0.058264	0.189494	0.234126	0.092492	0.002381	-0.005618	0.378398
0.122308	0.168403	0.224199	-0.019301	-0.066631	-0.011115	0.360572
0.168348	0.115194	0.210957	-0.086905	-0.116916	-0.021727	0.315857
0.190631	0.039925	0.198529	-0.100133	-0.140295	-0.035921	0.244256
0.186276	-0.044566	0.186940	-0.062975	-0.134592	-0.051122	0.148451
0.155920	-0.124997	0.172601	0.008022	-0.103627	-0.064324	0.034448
0.103884	-0.189864	0.150062	0.088247	-0.055965	-0.072866	-0.088375
0.037743	-0.231179	0.114497	0.151314	-0.002725	-0.075162	-0.207958
-0.032682	-0.245440	0.064167	0.175681	0.045001	-0.071180	-0.310975
-0.096814	-0.233732	0.002111	0.150084	0.078556	-0.062536	-0.384779
-0.145054	-0.201019	-0.063540	0.076504	0.093412	-0.052128	-0.419538
-0.170467	-0.154833	-0.120825	-0.030010	0.089804	-0.043404	-0.410147
-0.170101	-0.103663	-0.156611	-0.144668	0.072222	-0.039399	-0.357509
-0.145661	-0.055359	-0.160044	-0.238661	0.047929	-0.041803	-0.268849
-0.103362	-0.015851	-0.125935	-0.285999	0.024894	-0.050298	-0.156955
-0.052939	0.011623	-0.057167	-0.269905	0.009677	-0.062356	-0.038378
-0.005949	0.026687	0.034619	-0.187295	0.005769	-0.073605	0.069104
0.026351	0.031435	0.130411	-0.050258	0.012787	-0.078714	0.149338
0.035163	0.029625	0.207176	0.115843	0.026716	-0.072625	0.190447
0.015933	0.025632	0.242559	0.277328	0.041107	-0.051871	0.186785
-0.030597	0.023415	0.219935	0.399189	0.048938	-0.015647	0.139852
-0.098293	0.025690	0.132696	0.452606	0.044664	0.033616	0.057975
-0.176548	0.033440	-0.013294	0.421384	0.025928	0.090377	-0.045158
-0.252066	0.045841	-0.199726	0.305883	-0.005486	0.146818	-0.152840
-0.311190	0.060583	-0.398541	0.123566	-0.043750	0.194254	-0.248128
-0.342357	0.074494	-0.576842	-0.094017	-0.080122	0.224844	-0.316545
-0.338201	0.084314	-0.703102	-0.307213	-0.104894	0.233231	-0.348229
-0.296921	0.087481	-0.753368	-0.476003	-0.109719	0.217752	-0.339170
-0.222644	0.082748	-0.716184	-0.567911	-0.089764	0.180934	-0.291379
-0.124717	0.070538	-0.595133	-0.564450	-0.045196	0.129128	-0.212027
-0.016076	0.052947	-0.408417	-0.464807	0.018390	0.071338	-0.111805
0.089022	0.033419	-0.185522	-0.286021	0.090732	0.017475	-0.002868
0.177436	0.016130	0.038404	-0.059661	0.158744	-0.023616	0.103202
0.239332	0.005215	0.229279	0.174301	0.209064	-0.045919	0.197048
0.269702	0.003955	0.360554	0.375153	0.230782	-0.047426	0.272531
0.268972	0.014105	0.418082	0.509092	0.217776	-0.030477	0.326971
0.242620	0.035461	0.402395	0.555368	0.170145	-0.001167	0.360699
0.199909	0.065785	0.327962	0.509752	0.094417	0.032038	0.376132
0.152028	0.101104	0.219652	0.384757	0.002488	0.060183	0.376651
0.110006	0.136343	0.107187	0.206683	-0.090528	0.075785	0.365584
0.082788	0.166202	0.018820	0.010193	-0.169095	0.074458	0.345512
0.075826	0.186117	-0.024431	-0.168410	-0.220137	0.055818	0.318035
0.090385	0.193124	-0.012792	-0.297874	-0.235448	0.023507	0.283976
0.123652	0.186465	0.050789	-0.357360	-0.213134	-0.015683	0.243903
0.169542	0.167801	0.151907	-0.339560	-0.157854	-0.053370	0.198767
0.219997	0.140968	0.268319	-0.251119	-0.079806	-0.081469	0.150445
0.266502	0.111303	0.375044	-0.110475	0.007285	-0.093975	0.101996
0.301531	0.084648	0.449777	0.056270	0.088774	-0.088252	0.057550
0.319671	0.066215	0.477444	0.220538	0.151767	-0.065535	0.021821
0.318283	0.059526	0.452978	0.356444	0.187356	-0.030559	-0.000635
0.297652	0.065647	0.381804	0.445022	0.192001	0.009597	-0.006243
0.260670	0.082884	0.278083	0.476793	0.167849	0.047144	0.006857
0.212183	0.107018	0.161223	0.452421	0.121999	0.075335	0.038359
0.158148	0.132059	0.051539	0.381501	0.064901	0.089902	0.085702
0.104765	0.151376	-0.033952	0.279955	0.008255	0.089868	0.144344
0.057682	0.159000	-0.084683	0.166636	-0.037173	0.077550	0.208339
0.021368	0.150816	-0.098057	0.059843	-0.063406	0.057782	0.271080
-0.001330	0.125415	-0.079128	-0.025636	-0.066477	0.036561	0.326042
-0.009445	0.084411	-0.038700	-0.080532	-0.046844	0.019457	0.367410
-0.003978	0.032146	0.009581	-0.101959	-0.009010	0.010186	0.390512
0.012185	-0.025158	0.052390	-0.093160	0.039523	0.009697	0.392039
0.034517	-0.080634	0.079387	-0.062338	0.089709	0.015988	0.370111
0.057292	-0.128122	0.084845	-0.020890	0.132538	0.024693	0.324267
0.074200	-0.163355	0.068011	0.018636	0.160457	0.030302	0.255470
0.079147	-0.184699	0.032283	0.044542	0.168440	0.027692	0.166155
0.067164	-0.193306	-0.016384	0.047720	0.154558	0.013598	0.060335
0.035309	-0.192621	-0.071332	0.022959	0.120061	-0.012353	-0.056338
-0.016581	-0.187364	-0.126741	-0.030292	0.068990	-0.047313	-0.176644
-0.085461	-0.182221	-0.178502	-0.107730	0.007477	-0.085679	-0.292132
-0.165125	-0.180557	-0.224244	-0.200638	-0.057171	-0.120271	-0.393788
-0.246796	-0.183447	-0.262690	-0.296903	-0.117438	-0.143940	-0.473029
-0.320259	-0.189301	-0.292648	-0.382586	-0.166510	-0.151239	-0.522912
-0.375406	-0.194169	-0.312128	-0.443895	-0.199057	-0.139744	-0.539361
-0.403940	-0.192708	-0.317970	-0.469341	-0.211806	-0.110723	-0.522139
-0.400955	-0.179591	-0.306241	-0.451797	-0.203885	-0.068968	-0.475311
-0.366062	-0.151056	-0.273361	-0.390101	-0.176902	-0.021829	-0.407003
-0.303794	-0.106220	-0.217703	-0.289860	-0.134762	0.022343	-0.328381
-0.223156	-0.047835	-0.141170	-0.163210	-0.083208	0.055978	-0.251957
-0.136326	0.017745	-0.050217	-0.027402	-0.029140	0.073891	-0.189494
-0.056704	0.081419	0.044141	0.097651	0.020250	0.074329	-0.149873
0.003357	0.132896	0.127542	0.192561	0.058426	0.059242	-0.137387
0.034720	0.162647	0.184630	0.241841	0.080406	0.033693	-0.150832
0.033101	0.163854	0.202111	0.236844	0.083492	0.004591	-0.183657
-0.000151	0.133930	0.171866	0.177664	0.067690	-0.020982	-0.225199
-0.058315	0.075282	0.093352	0.073516	0.035729	-0.037420	-0.262823
-0.130562	-0.004890	-0.025347	-0.058581	-0.007339	-0.041840	-0.284552
-0.203991	-0.095726	-0.168224	-0.196673	-0.054929	-0.034645	-0.281651
-0.266023	-0.184578	-0.313802	-0.317819	-0.099973	-0.019257	-0.250618
-0.306694	-0.259236	-0.438927	-0.402369	-0.136056	-0.001122	-0.194102
-0.320371	-0.310062	-0.523151	-0.437706	-0.158429	0.013769	-0.120542
-0.306554	-0.331598	-0.552766	-0.420681	-0.164717	0.020473	-0.042516
-0.269626	-0.323323	-0.523601	-0.358159	-0.155194	0.016388	0.025850
-0.217621	-0.289423	-0.441908	-0.265521	-0.132555	0.001938	0.071897
-0.160295	-0.237646	-0.323094	-0.163355	-0.101274	-0.019532	0.087211
-0.106946	-0.177507	-0.188526	-0.073016	-0.066652	-0.042628	0.069555
-0.064454	-0.118255	-0.061074	-0.011963	-0.033787	-0.061323	0.023489
-0.035966	-0.067040	0.039635	0.010115	-0.006659	-0.070569	-0.040477
-0.020504	-0.027673	0.101199	-0.006493	0.012472	-0.067696	-0.108056
-0.013552	-0.000242	0.120782	-0.051492	0.023250	-0.053219	-0.164230
-0.008452	0.018395	0.105280	-0.106806	0.026976	-0.030854	-0.196489
0.001725	0.033359	0.069285	-0.150625	0.026025	-0.006694	-0.197571
0.022297	0.050093	0.031332	-0.162420	0.023080	0.012276	-0.167043
0.055526	0.072686	0.009305	-0.127852	0.020387	0.019958	-0.111371
0.099931	0.102605	0.016066	-0.042472	0.019221	0.012809	-0.042422
0.150540	0.138124	0.056345	0.086637	0.019678	-0.009054	0.025283
0.199997	0.174595	0.125605	0.241701	0.020838	-0.041584	0.077970
0.240261	0.205492	0.211165	0.397467	0.021225	-0.077500	0.105883
0.264497	0.223975	0.295294	0.526172	0.019434	-0.107805	0.105688
0.268693	0.224612	0.359564	0.603219	0.014723	-0.123828	0.081419
0.252633	0.204832	0.389401	0.612391	0.007401	-0.119307	0.043725
0.220001	0.165780	0.377777	0.549472	-0.001104	-0.092046	0.007532
0.177575	0.112347	0.327121	0.423479	-0.008544	-0.044725	-0.011368
0.133735	0.052375	0.248997	0.255228	-0.012443	0.015349	-0.000082
0.096614	-0.004808	0.161594	0.073496	-0.010822	0.077544	0.048148
0.072357	-0.050179	0.085587	-0.090447	-0.002864	0.130004	0.131951
0.063875	-0.076757	0.039349	-0.208796	0.010679	0.162107	0.241580
0.070391	-0.080891	0.034607	-0.262475	0.027475	0.166758	0.360508
0.087868	-0.062830	0.073581	-0.244609	0.044033	0.142000	0.468554
0.110198	-0.026483	0.148276	-0.161559	0.056482	0.091588	0.545894
0.130842	0.021581	0.242110	-0.031352	0.061531	0.024378	0.577095
0.144508	0.073607	0.333520	0.120109	0.057374	-0.047349	0.554307
0.148452	0.122277	0.400719	0.264223	0.044306	-0.110285	0.478921
0.143083	0.162098	0.426520	0.375156	0.024855	-0.152709	0.361335
0.131717	0.190263	0.402129	0.434507	0.003382	-0.166773	0.218896
0.119562	0.206810	0.329049	0.434261	-0.014813	-0.149969	0.072466
0.112188	0.214096	0.218678	0.377556	-0.024678	-0.105507	-0.057616
0.113890	0.215762	0.089728	0.277235	-0.022623	-0.041513	-0.155316
0.126359	0.215476	-0.035930	0.152641	-0.007474	0.030724	-0.211609
0.148028	0.215792	-0.138007	0.025444	0.019088	0.099089	-0.225574
0.174266	0.217407	-0.202044	-0.084579	0.052734	0.153037	-0.203698
0.198404	0.219018	-0.222210	-0.162939	0.087313	0.185551	-0.157635
0.213350	0.217768	-0.202052	-0.202390	0.116152	0.194258	-0.101007
0.213395	0.210165	-0.153097	-0.203196	0.133529	0.181518	-0.046045
