X1	X2	X3	X4	X5	X6	X7
-0.136419	-0.029482	-0.153347	-0.088509	-0.101737	0.002637	0.009721
-0.108619	-0.017886	-0.119342	-0.066946	-0.083458	0.007241	0.037547
-0.059131	0.002824	-0.060633	-0.028881	-0.051090	0.014994	0.084288
0.001272	0.028243	0.006497	0.016725	-0.012030	0.023376	0.134399
0.059730	0.053027	0.062863	0.059067	0.024855	0.029487	0.169731
0.104356	0.072083	0.091253	0.087975	0.051328	0.030841	0.174315
0.127075	0.081703	0.080917	0.096258	0.061768	0.026086	0.138763
0.125539	0.080358	0.030602	0.081366	0.054566	0.015435	0.063201
0.103663	0.069007	-0.050645	0.046010	0.032618	0.000719	-0.042035
0.070623	0.050810	-0.145127	-0.002416	0.002763	-0.014984	-0.158156
0.038549	0.030342	-0.230265	-0.053458	-0.025720	-0.028045	-0.261807
0.019436	0.012465	-0.283665	-0.095914	-0.043242	-0.035151	-0.330233
0.021996	0.001137	-0.288308	-0.120298	-0.042200	-0.034120	-0.346563
0.049221	-0.001581	-0.236691	-0.120906	-0.018917	-0.024476	-0.303989
0.097251	0.003930	-0.132943	-0.097025	0.025222	-0.007624	-0.207835
0.155870	0.014889	0.007611	-0.053018	0.083723	0.013419	-0.074991
0.210562	0.026733	0.161362	0.002710	0.146069	0.034676	0.069267
0.245722	0.034207	0.301214	0.059610	0.199760	0.052102	0.196428
0.248304	0.032673	0.402202	0.107317	0.232887	0.062497	0.280766
0.211102	0.019336	0.446712	0.137866	0.236701	0.064218	0.304944
0.134892	-0.005881	0.428144	0.147294	0.207631	0.057518	0.263931
0.028911	-0.040050	0.352235	0.136292	0.148305	0.044424	0.166354
-0.090499	-0.077629	0.235737	0.109771	0.067311	0.028183	0.032925
-0.202846	-0.111465	0.102774	0.075488	-0.022275	0.012407	-0.107768
-0.287477	-0.134230	-0.020318	0.042071	-0.105318	0.000124	-0.225241
-0.327755	-0.139988	-0.110534	0.016917	-0.167543	-0.007019	-0.293601
-0.314575	-0.125564	-0.152912	0.004479	-0.198337	-0.009208	-0.297150
-0.248441	-0.091404	-0.143409	0.005320	-0.192857	-0.008434	-0.233898
-0.139678	-0.041736	-0.089361	0.016145	-0.153005	-0.007985	-0.116195
-0.006690	0.016041	-0.007466	0.030790	-0.087060	-0.011559	0.031684
0.127382	0.072631	0.080180	0.041901	-0.008029	-0.022213	0.178506
0.238954	0.118537	0.151112	0.042886	0.068942	-0.041395	0.292589
0.308352	0.145841	0.187428	0.029660	0.129573	-0.068305	0.348484
0.323395	0.149716	0.179579	0.001767	0.163240	-0.099758	0.332427
0.281487	0.129351	0.128192	-0.037410	0.164989	-0.130620	0.245406
0.189857	0.088109	0.043623	-0.081379	0.136352	-0.154728	0.103217
0.063934	0.032877	-0.056614	-0.122051	0.084817	-0.166132	-0.066541
-0.075741	-0.027257	-0.151876	-0.151659	0.022076	-0.160378	-0.229892
-0.207415	-0.082738	-0.222960	-0.164624	-0.038564	-0.135552	-0.353222
-0.312041	-0.125320	-0.256175	-0.158923	-0.085044	-0.092860	-0.409962
-0.376428	-0.149550	-0.246061	-0.136617	-0.109075	-0.036586	-0.385848
-0.395078	-0.153646	-0.196198	-0.103419	-0.107787	0.026558	-0.281725
-0.370417	-0.139627	-0.118049	-0.067379	-0.084172	0.088572	-0.113351
-0.311509	-0.112668	-0.028164	-0.037013	-0.046229	0.141565	0.091701
-0.231633	-0.079857	0.055536	-0.019288	-0.005037	0.179111	0.299368
-0.145310	-0.048618	0.117529	-0.017953	0.027813	0.197294	0.475558
-0.065449	-0.025150	0.147686	-0.032606	0.042856	0.195237	0.592424
-0.001190	-0.013201	0.142876	-0.058713	0.034856	0.175018	0.633238
0.043175	-0.013442	0.106931	-0.088600	0.003945	0.141033	0.594940
0.068072	-0.023524	0.049105	-0.113186	-0.044473	0.098958	0.487977
0.077500	-0.038814	-0.018505	-0.124070	-0.101002	0.054567	0.333566
0.077228	-0.053587	-0.083879	-0.115503	-0.154407	0.012673	0.159055
0.072846	-0.062418	-0.137642	-0.085789	-0.194167	-0.023581	-0.007613
0.068164	-0.061444	-0.174684	-0.037810	-0.212826	-0.052953	-0.143175
0.064334	-0.049214	-0.194548	0.021468	-0.207609	-0.075830	-0.233037
0.059848	-0.026957	-0.200594	0.082374	-0.180957	-0.093574	-0.273254
0.051364	0.001798	-0.198273	0.134523	-0.139840	-0.107683	-0.270223
0.035086	0.032115	-0.193043	0.168960	-0.094036	-0.119012	-0.238312
0.008299	0.058868	-0.188519	0.180005	-0.053765	-0.127264	-0.196024
-0.029368	0.077973	-0.185350	0.166411	-0.027233	-0.130916	-0.161593
-0.075279	0.087341	-0.181112	0.131584	-0.018667	-0.127597	-0.148954
-0.123931	0.087345	-0.171198	0.082852	-0.027294	-0.114825	-0.164886
-0.167864	0.080679	-0.150436	0.029949	-0.047522	-0.090929	-0.207866
-0.199140	0.071638	-0.114954	-0.016948	-0.070287	-0.055890	-0.268754
-0.211035	0.065012	-0.063763	-0.049195	-0.085277	-0.011866	-0.333067
-0.199543	0.064827	0.000405	-0.061291	-0.083518	0.036771	-0.384277
-0.164353	0.073252	0.071262	-0.051782	-0.059730	0.083954	-0.407392
-0.109058	0.089921	0.140118	-0.023338	-0.013894	0.122925	-0.392089
-0.040552	0.111852	0.197747	0.017981	0.048340	0.147527	-0.334774
0.032228	0.133991	0.236499	0.064039	0.116552	0.153511	-0.239236
0.099957	0.150270	0.252099	0.106244	0.177569	0.139564	-0.115850
0.154578	0.154959	0.244666	0.137087	0.218188	0.107802	0.020422
0.190627	0.144003	0.218663	0.151343	0.228018	0.063589	0.152749
0.205951	0.116051	0.181769	0.146703	0.201812	0.014676	0.265309
0.201713	0.072933	0.142932	0.123817	0.140782	-0.030188	0.345767
0.181727	0.019469	0.110094	0.085812	0.052595	-0.062907	0.386933
0.151334	-0.037372	0.088165	0.037478	-0.049966	-0.077613	0.387374
0.116115	-0.089781	0.077773	-0.015653	-0.151379	-0.071838	0.351012
0.080741	-0.130626	0.075154	-0.068110	-0.236308	-0.047031	0.285879
0.048230	-0.154850	0.073221	-0.115048	-0.292447	-0.008297	0.202396
0.019742	-0.160459	0.063611	-0.152511	-0.312686	0.036603	0.111545
-0.005099	-0.148874	0.039190	-0.177455	-0.296161	0.078780	0.023282
-0.027484	-0.124600	-0.003595	-0.187650	-0.248001	0.109986	-0.054558
-0.048546	-0.094242	-0.063136	-0.181600	-0.177867	0.124239	-0.116782
-0.068588	-0.065116	-0.132316	-0.158600	-0.097659	0.118982	-0.160806
-0.086646	-0.043721	-0.199552	-0.118953	-0.018921	0.095540	-0.186216
-0.100501	-0.034401	-0.251062	-0.064324	0.049465	0.058764	-0.194135
-0.107150	-0.038472	-0.273899	0.001914	0.102784	0.015966	-0.186586
-0.103605	-0.053995	-0.259056	0.074512	0.140898	-0.024653	-0.165997
-0.087800	-0.076231	-0.203928	0.146496	0.167514	-0.055738	-0.134937
-0.059364	-0.098671	-0.113519	0.209763	0.188546	-0.072324	-0.096055
-0.020041	-0.114433	-0.000052	0.256078	0.210006	-0.072857	-0.052162
0.026383	-0.117711	0.119015	0.278373	0.235973	-0.059488	-0.006337
0.074634	-0.105006	0.224195	0.272090	0.267148	-0.037571	0.038038
0.118888	-0.075868	0.297745	0.236296	0.300363	-0.014482	0.077395
0.153863	-0.033027	0.327214	0.174268	0.329165	0.002003	0.108252
0.175820	0.018103	0.307999	0.093369	0.345340	0.005434	0.127607
0.183232	0.070440	0.244349	0.004133	0.341010	-0.007848	0.133370
0.176970	0.116543	0.148578	-0.081319	0.310776	-0.037810	0.124736
0.159967	0.149949	0.038652	-0.151273	0.253395	-0.080577	0.102401
0.136452	0.166294	-0.065362	-0.196451	0.172557	-0.129074	0.068573
0.110941	0.163997	-0.145231	-0.211667	0.076553	-0.174333	0.026771
0.087250	0.144412	-0.188064	-0.196753	-0.023107	-0.207220	-0.018565
0.067748	0.111450	-0.188654	-0.156539	-0.113837	-0.220224	-0.062573
0.053052	0.070775	-0.150205	-0.099866	-0.184390	-0.208975	-0.100498
0.042192	0.028746	-0.083322	-0.037813	-0.226995	-0.173177	-0.128176
0.033215	-0.008659	-0.003530	0.018518	-0.238746	-0.116782	-0.142408
0.024025	-0.036773	0.072130	0.060183	-0.221927	-0.047367	-0.141220
