X1	X2	X3	X4	X5	X6	X7
-0.041534	-0.125088	-0.074170	-0.043874	-0.013869	-0.024268	-0.131892
-0.061438	-0.114888	-0.059047	-0.035997	-0.008967	-0.010654	-0.119181
-0.096253	-0.098097	-0.032467	-0.022465	-0.000337	0.014005	-0.094616
-0.137046	-0.080801	-0.000901	-0.007080	0.009948	0.045029	-0.059799
-0.172841	-0.069601	0.027909	0.005873	0.019409	0.076465	-0.016874
-0.192962	-0.069377	0.046780	0.012908	0.025749	0.102162	0.031690
-0.189333	-0.081400	0.050789	0.012436	0.027403	0.116890	0.083295
-0.158277	-0.102362	0.038446	0.005382	0.023913	0.117312	0.135318
-0.101420	-0.124645	0.012067	-0.004864	0.016058	0.102621	0.185144
-0.025522	-0.137869	-0.022744	-0.013195	0.005692	0.074734	0.230125
0.058738	-0.131374	-0.058374	-0.014068	-0.004665	0.037993	0.267549
0.138788	-0.097093	-0.086955	-0.003002	-0.012374	-0.001595	0.294684
0.202565	-0.032082	-0.102165	0.022057	-0.015261	-0.037436	0.308939
0.240832	0.059941	-0.100676	0.059891	-0.012079	-0.063563	0.308193
0.248913	0.168498	-0.082911	0.105904	-0.002764	-0.075771	0.291229
0.227507	0.277817	-0.052952	0.152850	0.011582	-0.072445	0.258202
0.182419	0.369623	-0.017616	0.192245	0.028949	-0.054920	0.211013
0.123258	0.426684	0.015064	0.216183	0.046869	-0.027297	0.153449
0.061405	0.436352	0.037614	0.219138	0.062927	0.004282	0.090974
0.007654	0.393322	0.044739	0.199318	0.075221	0.032771	0.030150
-0.029955	0.300981	0.034438	0.159260	0.082665	0.051566	-0.022292
-0.047666	0.171029	0.008380	0.105477	0.085061	0.055809	-0.060580
-0.046579	0.021437	-0.028507	0.047205	0.082952	0.043394	-0.081021
-0.032149	-0.126839	-0.069120	-0.005487	0.077304	0.015469	-0.082872
-0.012722	-0.253686	-0.105660	-0.043826	0.069102	-0.023675	-0.068747
0.002545	-0.343405	-0.131163	-0.062242	0.059003	-0.067334	-0.044401
0.005948	-0.387288	-0.140758	-0.059602	0.047120	-0.107606	-0.017882
-0.006850	-0.384708	-0.132395	-0.039512	0.033015	-0.136871	0.001857
