X1	X2	X3	X4	X5	X6	X7
0.181105	0.313105	-0.160354	0.074259	-0.033231	0.015962	-0.079529
0.097929	0.196410	-0.173070	0.052299	-0.032435	0.019028	-0.086377
-0.051437	-0.015868	-0.195378	0.013000	-0.030558	0.024011	-0.098262
-0.236519	-0.285466	-0.221644	-0.035401	-0.027148	0.028897	-0.111911
-0.419600	-0.564080	-0.244848	-0.082829	-0.021804	0.031298	-0.123227
-0.563401	-0.802253	-0.257963	-0.119544	-0.014411	0.029054	-0.128088
-0.638558	-0.958276	-0.255351	-0.138227	-0.005329	0.020804	-0.123168
-0.629356	-1.005410	-0.233880	-0.135525	0.004517	0.006389	-0.106623
-0.536537	-0.936069	-0.193568	-0.112721	0.013705	-0.012997	-0.078513
-0.376666	-0.762274	-0.137619	-0.075398	0.020525	-0.034964	-0.040894
-0.178277	-0.512432	-0.071887	-0.032176	0.023296	-0.056337	0.002439
0.024313	-0.225223	-0.003856	0.007186	0.020732	-0.073772	0.046510
0.198125	0.058053	0.058639	0.033918	0.012261	-0.084416	0.085917
0.318051	0.301096	0.108703	0.042099	-0.001775	-0.086486	0.115658
0.371415	0.478680	0.141459	0.029891	-0.020091	-0.079651	0.131872
0.359680	0.580066	0.154720	-0.000140	-0.040624	-0.065110	0.132402
0.297046	0.609254	0.149171	-0.041640	-0.060860	-0.045374	0.117077
0.206383	0.582242	0.128051	-0.085881	-0.078253	-0.023778	0.087685
0.113521	0.522097	0.096458	-0.123630	-0.090662	-0.003830	0.047684
0.041225	0.453034	0.060411	-0.147066	-0.096697	0.011468	0.001680
0.004233	0.394848	0.025877	-0.151318	-0.095912	0.020195	-0.045201
0.006405	0.358890	-0.002074	-0.135321	-0.088792	0.021856	-0.087965
0.040561	0.346356	-0.019861	-0.101817	-0.076561	0.017440	-0.122328
0.090921	0.349099	-0.025662	-0.056549	-0.060844	0.009182	-0.145152
0.137487	0.352622	-0.019382	-0.006862	-0.043278	0.000072	-0.154704
0.161273	0.340423	-0.002377	0.039952	-0.025161	-0.006765	-0.150733
0.149151	0.298604	0.022968	0.078178	-0.007228	-0.008712	-0.134386
0.097174	0.219678	0.053698	0.104737	0.010382	-0.004183	-0.107994
0.011646	0.104713	0.086702	0.119555	0.027981	0.007067	-0.074775
-0.092250	-0.036594	0.119035	0.125197	0.046024	0.023898	-0.038469
-0.193911	-0.187855	0.148124	0.125889	0.064736	0.044007	-0.002962
-0.272003	-0.329402	0.171884	0.126168	0.083769	0.064363	0.028115
-0.309277	-0.442355	0.188788	0.129529	0.101996	0.081759	0.051761
-0.296411	-0.512375	0.197899	0.137364	0.117509	0.093372	0.065950
-0.234017	-0.532307	0.198917	0.148478	0.127859	0.097219	0.069914
-0.132401	-0.503167	0.192208	0.159278	0.130506	0.092447	0.064309
