X1	X2	X3	X4	X5	X6	X7
-0.007332	0.015188	0.028354	0.024828	-0.069466	-0.000821	-0.081248
0.002896	0.011177	0.034754	0.025142	-0.054880	0.002835	-0.064942
0.020678	0.003923	0.045630	0.024988	-0.028942	0.009046	-0.036000
0.041286	-0.005203	0.057604	0.023042	0.002564	0.015873	-0.000949
0.059037	-0.014517	0.066676	0.017872	0.032521	0.021005	0.032289
0.068626	-0.022368	0.069215	0.008432	0.053981	0.022324	0.056154
0.066383	-0.027462	0.062888	-0.005480	0.061624	0.018429	0.065122
0.051179	-0.029099	0.047285	-0.022950	0.052880	0.009009	0.056912
0.024769	-0.027259	0.024112	-0.041925	0.028480	-0.005025	0.032975
-0.008513	-0.022532	-0.003118	-0.059475	-0.007675	-0.021677	-0.001864
-0.042629	-0.015924	-0.029826	-0.072302	-0.049282	-0.038253	-0.040495
-0.071107	-0.008573	-0.051366	-0.077391	-0.088875	-0.051885	-0.075105
-0.088412	-0.001482	-0.064076	-0.072675	-0.119269	-0.060110	-0.098896
-0.091129	0.004697	-0.066108	-0.057563	-0.134922	-0.061356	-0.107532
-0.078702	0.009744	-0.057879	-0.033215	-0.132926	-0.055239	-0.100027
-0.053552	0.013820	-0.042001	-0.002480	-0.113462	-0.042616	-0.078844
-0.020587	0.017291	-0.022727	0.030499	-0.079651	-0.025402	-0.049240
0.013823	0.020496	-0.005007	0.060957	-0.036848	-0.006175	-0.017984
0.043147	0.023516	0.006615	0.084326	0.008423	0.012304	0.008227
0.062011	0.026023	0.009038	0.097058	0.049684	0.027580	0.024300
0.067247	0.027269	0.001328	0.097273	0.081603	0.037888	0.027870
0.058450	0.026229	-0.015027	0.085125	0.100781	0.042363	0.019774
0.037962	0.021869	-0.036404	0.062794	0.106108	0.041062	0.003780
0.010279	0.013488	-0.057790	0.034109	0.098651	0.034815	-0.014361
-0.018947	0.001038	-0.073863	0.003877	0.081173	0.024956	-0.028307
-0.044101	-0.014663	-0.080140	-0.022970	0.057408	0.013022	-0.032635
-0.060723	-0.031904	-0.073964	-0.042236	0.031285	0.000488	-0.024127
-0.066333	-0.048265	-0.055122	-0.051178	0.006265	-0.011413	-0.002545
-0.060780	-0.061004	-0.025941	-0.048946	-0.015099	-0.021757	0.029275
-0.046102	-0.067576	0.009134	-0.036672	-0.031315	-0.029901	0.066017
-0.025926	-0.066174	0.044401	-0.017200	-0.041859	-0.035408	0.101029
-0.004597	-0.056184	0.074014	0.005486	-0.046904	-0.037958	0.127738
0.013790	-0.038424	0.093115	0.027019	-0.046990	-0.037315	0.141040
0.026205	-0.015123	0.098752	0.043445	-0.042742	-0.033360	0.138344
0.031210	0.010403	0.090400	0.051914	-0.034707	-0.026179	0.120063
0.029085	0.034312	0.069984	0.051147	-0.023337	-0.016190	0.089461
0.021569	0.052937	0.041428	0.041589	-0.009103	-0.004237	0.051918
0.011307	0.063484	0.009830	0.025258	0.007342	0.008392	0.013779
0.001154	0.064580	-0.019560	0.005303	0.025018	0.020067	-0.018924
-0.006507	0.056555	-0.042330	-0.014613	0.042572	0.029042	-0.041624
-0.010248	0.041383	-0.055675	-0.030998	0.058366	0.033774	-0.052001
-0.009824	0.022287	-0.058801	-0.041162	0.070687	0.033271	-0.050241
-0.006090	0.003091	-0.052908	-0.043667	0.078053	0.027379	-0.038784
-0.000670	-0.012568	-0.040767	-0.038550	0.079510	0.016932	-0.021624
0.004521	-0.021983	-0.026031	-0.027267	0.074856	0.003700	-0.003369
0.007773	-0.023934	-0.012411	-0.012393	0.064708	-0.009876	0.011728
0.007969	-0.018920	-0.002923	0.002860	0.050407	-0.021124	0.020558
0.004789	-0.009036	0.000669	0.015227	0.033750	-0.027677	0.021613
-0.001303	0.002510	-0.001900	0.021962	0.016632	-0.027982	0.015063
-0.009271	0.012112	-0.009487	0.021314	0.000678	-0.021670	0.002472
-0.017817	0.016592	-0.019900	0.012820	-0.013034	-0.009675	-0.013717
-0.025722	0.013924	-0.030460	-0.002607	-0.024103	0.005915	-0.030793
-0.032104	0.003733	-0.038593	-0.022829	-0.032741	0.022282	-0.046327
-0.036537	-0.012568	-0.042364	-0.044823	-0.039553	0.036481	-0.058541
-0.039017	-0.032017	-0.040812	-0.065161	-0.045220	0.046085	-0.066454
-0.039801	-0.050691	-0.034061	-0.080554	-0.050184	0.049729	-0.069820
-0.039178	-0.064497	-0.023194	-0.088378	-0.054429	0.047419	-0.068929
-0.037269	-0.070028	-0.009944	-0.087095	-0.057439	0.040517	-0.064352
-0.033910	-0.065270	0.003717	-0.076511	-0.058336	0.031396	-0.056757
-0.028674	-0.050049	0.015987	-0.057830	-0.056184	0.022836	-0.046815
-0.021017	-0.026088	0.025571	-0.033488	-0.050366	0.017294	-0.035228
-0.010530	0.003312	0.031867	-0.006801	-0.040922	0.016227	-0.022838
