X1	X2	X3	X4	X5	X6	X7
0.091426	0.057663	0.030908	0.045552	0.154458	0.054378	-0.288926
0.070217	0.032830	0.033970	0.035867	0.136126	0.056421	-0.263183
0.030999	-0.011219	0.039863	0.017796	0.102748	0.060146	-0.215164
-0.020362	-0.064507	0.048078	-0.006255	0.060155	0.064829	-0.151235
-0.076318	-0.114911	0.057763	-0.033123	0.015404	0.069409	-0.079607
-0.128885	-0.150875	0.067686	-0.059341	-0.024782	0.072539	-0.009026
-0.170938	-0.163977	0.076268	-0.081630	-0.055448	0.072719	0.052578
-0.197328	-0.150804	0.081728	-0.097339	-0.074372	0.068495	0.099233
-0.205611	-0.113701	0.082331	-0.104789	-0.082323	0.058731	0.127661
-0.196270	-0.060209	0.076728	-0.103454	-0.082569	0.042902	0.137498
-0.172395	-0.001332	0.064299	-0.093973	-0.079753	0.021359	0.131003
-0.138883	0.051010	0.045439	-0.077989	-0.078436	-0.004507	0.112331
-0.101324	0.086763	0.021690	-0.057848	-0.081677	-0.032270	0.086552
-0.064787	0.100127	-0.004334	-0.036204	-0.090032	-0.058672	0.058629
-0.032773	0.091009	-0.029254	-0.015594	-0.101233	-0.080038	0.032553
-0.006524	0.065178	-0.049426	0.001973	-0.110671	-0.092845	0.010803
0.015125	0.033053	-0.061572	0.015330	-0.112587	-0.094366	-0.005794
0.035333	0.007363	-0.063403	0.024352	-0.101697	-0.083263	-0.017810
0.058333	0.000144	-0.054134	0.029987	-0.074865	-0.060015	-0.026661
0.088190	0.019738	-0.034759	0.034116	-0.032378	-0.027067	-0.033908
0.127496	0.068443	-0.008033	0.039251	0.021503	0.011366	-0.040589
0.176298	0.141356	0.021878	0.048095	0.078939	0.049822	-0.046746
0.231508	0.226742	0.050005	0.063025	0.129818	0.082398	-0.051256
0.286979	0.307874	0.071366	0.085561	0.163747	0.103698	-0.052008
0.334290	0.366085	0.081795	0.115912	0.172307	0.109763	-0.046379
0.364150	0.384419	0.078654	0.152686	0.151092	0.098814	-0.031901
0.368178	0.351182	0.061331	0.192827	0.101040	0.071650	-0.006972
0.340727	0.262682	0.031409	0.231844	0.028737	0.031632	0.028553
0.280392	0.124586	-0.007496	0.264317	-0.054455	-0.015789	0.073022
0.190858	-0.048417	-0.050211	0.284646	-0.134306	-0.063908	0.122973
0.080882	-0.234622	-0.090715	0.287949	-0.196327	-0.105835	0.173463
-0.036692	-0.408656	-0.122962	0.270950	-0.228549	-0.135618	0.218673
-0.146732	-0.545562	-0.141712	0.232727	-0.223913	-0.149203	0.252691
-0.234177	-0.624889	-0.143239	0.175134	-0.181773	-0.145082	0.270321
-0.286538	-0.634058	-0.125839	0.102810	-0.108168	-0.124491	0.267801
-0.296094	-0.570395	-0.090087	0.022704	-0.014802	-0.091149	0.243304
-0.261360	-0.441502	-0.038821	-0.056834	0.083103	-0.050579	0.197177
-0.187545	-0.263930	0.023136	-0.127280	0.169645	-0.009142	0.131906
-0.085865	-0.060437	0.089472	-0.181269	0.231220	0.027034	0.051842
0.028168	0.143662	0.153046	-0.213819	0.259047	0.053033	-0.037243
0.137225	0.324356	0.206656	-0.223182	0.250742	0.065870	-0.128690
0.224941	0.462374	0.243836	-0.211161	0.210628	0.064848	-0.215502
0.278540	0.545605	0.259608	-0.182793	0.148757	0.051480	-0.290877
0.290817	0.570181	0.251110	-0.145422	0.078827	0.029055	-0.348693
0.261143	0.540140	0.218023	-0.107338	0.015459	0.001924	-0.383946
0.195343	0.465853	0.162724	-0.076200	-0.028650	-0.025324	-0.393148
0.104480	0.361624	0.090125	-0.057581	-0.045112	-0.048643	-0.374691
0.002815	0.242965	0.007174	-0.053908	-0.031333	-0.065125	-0.329143
-0.094674	0.124089	-0.077942	-0.064034	0.009168	-0.073309	-0.259434
-0.174757	0.016033	-0.156810	-0.083547	0.067617	-0.073191	-0.170874
-0.227955	-0.074312	-0.221893	-0.105767	0.131816	-0.065963	-0.070909
