X1	X2	X3	X4	X5	X6	X7
0.005123	0.092738	-0.024513	-0.072477	0.004027	-0.019585	0.055265
-0.004889	0.042731	-0.030859	-0.057593	-0.007181	-0.022110	0.040187
-0.022656	-0.046178	-0.041568	-0.032302	-0.027467	-0.026046	0.013141
-0.044132	-0.154158	-0.053170	-0.004348	-0.052913	-0.029448	-0.020351
-0.064328	-0.256885	-0.061587	0.017371	-0.078459	-0.030051	-0.053580
-0.078341	-0.330699	-0.063170	0.025276	-0.098732	-0.025878	-0.080109
-0.082356	-0.357587	-0.055660	0.015308	-0.108951	-0.015806	-0.095121
-0.074414	-0.328896	-0.038822	-0.011728	-0.105749	0.000040	-0.096349
-0.054786	-0.247022	-0.014607	-0.050043	-0.087787	0.020169	-0.084364
-0.025876	-0.124750	0.013212	-0.090050	-0.056067	0.041922	-0.062202
0.008289	0.017550	0.039854	-0.120602	-0.013867	0.061948	-0.034440
0.042889	0.156215	0.060597	-0.131751	0.033681	0.076872	-0.005975
0.073248	0.269069	0.071861	-0.117375	0.080333	0.084001	0.019151
0.095685	0.339678	0.072041	-0.077007	0.119668	0.081924	0.038587
0.108094	0.360149	0.061897	-0.016374	0.146085	0.070866	0.051958
0.110137	0.331974	0.044398	0.053526	0.155704	0.052710	0.060538
0.103047	0.264819	0.024045	0.118673	0.147021	0.030664	0.066430
0.089095	0.173681	0.005832	0.165098	0.121206	0.008647	0.071499
0.070877	0.075144	-0.005922	0.182109	0.081984	-0.009506	0.076390
0.050628	-0.016331	-0.008600	0.164908	0.035112	-0.020838	0.079938
0.029708	-0.091214	-0.001930	0.115961	-0.012479	-0.023904	0.079192
0.008427	-0.146199	0.011920	0.044779	-0.053748	-0.019106	0.070088
-0.013774	-0.183777	0.028819	-0.033912	-0.082636	-0.008642	0.048658
-0.037824	-0.210292	0.043624	-0.103235	-0.095023	0.003920	0.012472
-0.064343	-0.233067	0.051398	-0.147803	-0.089370	0.014377	-0.038074
-0.092973	-0.257417	0.048614	-0.157129	-0.066956	0.018788	-0.098997
-0.121927	-0.284337	0.034069	-0.128041	-0.031650	0.014346	-0.162773
-0.147901	-0.309527	0.009287	-0.065541	0.010746	0.000056	-0.219291
-0.166426	-0.323998	-0.021693	0.018112	0.053471	-0.022937	-0.257593
-0.172645	-0.316179	-0.053103	0.105907	0.089927	-0.051443	-0.268065
-0.162350	-0.274977	-0.078669	0.179653	0.114774	-0.080730	-0.244630
-0.133084	-0.193078	-0.092975	0.223816	0.124782	-0.105366	-0.186423
-0.085045	-0.069615	-0.092696	0.228812	0.119313	-0.120222	-0.098538
-0.021561	0.088443	-0.077408	0.193004	0.100330	-0.121453	0.008402
