Source,Target,SourceIndex,TargetIndex,ABIDE_I_Hedges_g,ABIDE_II_Hedges_g,ABIDE_I_AbsHedges_g,ABIDE_II_AbsHedges_g,MeanAbsHedges_g,ABIDE_I_QValue,ABIDE_II_QValue,ABIDE_I_Rank,ABIDE_II_Rank,SameDirection,Replicated,ReplicationClass,ReplicatedRank
ROI_001,ROI_058,0,57,-0.1982162243060427,-0.1827568930684722,0.1982162243060427,0.1827568930684722,0.19048655868725745,0.03972374696257862,0.030027012202654395,690,1170,True,True,replicated_ASD_reduced,203
ROI_001,ROI_069,0,68,-0.274791225412022,-0.19605934763371996,0.274791225412022,0.19605934763371996,0.23542528652287098,0.0024973281106149235,0.019919673365293645,175,908,True,True,replicated_ASD_reduced,110
ROI_001,ROI_070,0,69,-0.28609384841449903,-0.24188244530076403,0.28609384841449903,0.24188244530076403,0.2639881468576315,0.0016829605243579744,0.003342357016193949,131,371,True,True,replicated_ASD_reduced,55
ROI_003,ROI_086,2,85,-0.2618906122730764,-0.2768591489269179,0.2618906122730764,0.2768591489269179,0.26937488059999715,0.004958500783200915,0.0007302789794918895,217,179,True,True,replicated_ASD_reduced,47
ROI_003,ROI_088,2,87,-0.296010698699359,-0.17507044833445995,0.296010698699359,0.17507044833445995,0.23554057351690946,0.0012038673425051128,0.03702103450137502,109,1342,True,True,replicated_ASD_reduced,109
ROI_004,ROI_067,3,66,-0.21976929043656646,-0.16609689795686478,0.21976929043656646,0.16609689795686478,0.19293309419671562,0.021217607864086715,0.04939521533675687,482,1562,True,True,replicated_ASD_reduced,197
ROI_005,ROI_086,4,85,-0.19559959120782752,-0.2603225046887958,0.19559959120782752,0.2603225046887958,0.22796104794831168,0.04497692139349393,0.0015872750771844886,726,248,True,True,replicated_ASD_reduced,124
ROI_007,ROI_086,6,85,-0.22154223678185272,-0.28190344476561524,0.22154223678185272,0.28190344476561524,0.25172284077373397,0.019988632543612064,0.0005502366093135668,461,164,True,True,replicated_ASD_reduced,85
ROI_009,ROI_085,8,84,-0.276160504857037,-0.1754876378084111,0.276160504857037,0.1754876378084111,0.22582407133272406,0.002530384861779951,0.0376755602307701,168,1331,True,True,replicated_ASD_reduced,126
ROI_009,ROI_089,8,88,-0.3078896502512674,-0.2810725496220505,0.3078896502512674,0.2810725496220505,0.29448109993665894,0.000693788655982032,0.0006084436889674774,80,170,True,True,replicated_ASD_reduced,22
ROI_012,ROI_025,11,24,0.20053357754863324,0.2660441912983543,0.20053357754863324,0.2660441912983543,0.23328888442349377,0.038272399101603474,0.0013180587953714206,666,216,True,True,replicated_ASD_enhanced,113
ROI_012,ROI_028,11,27,0.25888304873359924,0.20135656131236973,0.25888304873359924,0.20135656131236973,0.23011980502298449,0.0050142071431646005,0.01676872204082383,236,813,True,True,replicated_ASD_enhanced,121
ROI_012,ROI_029,11,28,-0.20305534711760467,-0.23215252217474316,0.20305534711760467,0.23215252217474316,0.21760393464617392,0.03583343522669851,0.005248050606476784,633,461,True,True,replicated_ASD_reduced,145
ROI_012,ROI_088,11,87,0.19541514657668677,0.2959485132940221,0.19541514657668677,0.2959485132940221,0.24568182993535442,0.04505816137230191,0.0003252187451886256,728,115,True,True,replicated_ASD_enhanced,95
ROI_013,ROI_026,12,25,0.2699365779265864,0.19786161474198605,0.2699365779265864,0.19786161474198605,0.2338990963342862,0.003271462372204178,0.01892095231972961,187,873,True,True,replicated_ASD_enhanced,112
ROI_013,ROI_039,12,38,0.20058771838459113,0.16908103065273516,0.20058771838459113,0.16908103065273516,0.18483437451866314,0.038277629126696994,0.04399815621440102,665,1478,True,True,replicated_ASD_enhanced,209
ROI_013,ROI_040,12,39,0.24279755824739044,0.28092244075640077,0.24279755824739044,0.28092244075640077,0.2618599995018956,0.009715697625081624,0.0005978983975770846,305,172,True,True,replicated_ASD_enhanced,58
ROI_014,ROI_026,13,25,0.2986397057040427,0.23933730903482775,0.2986397057040427,0.23933730903482775,0.26898850736943525,0.0009779279921914696,0.004140869995703887,100,395,True,True,replicated_ASD_enhanced,48
ROI_014,ROI_027,13,26,0.256292360768898,0.25700334024594,0.256292360768898,0.25700334024594,0.256647850507419,0.005698956904567834,0.002024692198055456,243,266,True,True,replicated_ASD_enhanced,72
ROI_014,ROI_028,13,27,0.3217385124389962,0.19825250681487017,0.3217385124389962,0.19825250681487017,0.2599955096269332,0.00039025675961902085,0.018609617355010145,56,862,True,True,replicated_ASD_enhanced,62
ROI_014,ROI_029,13,28,-0.22799701117264556,-0.214240497790549,0.22799701117264556,0.214240497790549,0.2211187544815973,0.016812936938278164,0.010976791607320624,399,635,True,True,replicated_ASD_reduced,140
ROI_014,ROI_063,13,62,-0.1927877446298708,-0.230342479256513,0.1927877446298708,0.230342479256513,0.21156511194319189,0.048036817851067545,0.005584663481194905,757,476,True,True,replicated_ASD_reduced,157
ROI_017,ROI_078,16,77,0.3340075992758595,0.1903575869509573,0.3340075992758595,0.1903575869509573,0.2621825931134084,0.00016243617664886086,0.02337328709980097,47,1008,True,True,replicated_ASD_enhanced,57
ROI_018,ROI_063,17,62,-0.21306972271662783,-0.22768475912188138,0.21306972271662783,0.22768475912188138,0.2203772409192546,0.026505971641500536,0.006211261286320209,543,498,True,True,replicated_ASD_reduced,141
ROI_022,ROI_039,21,38,-0.2062065058332249,-0.17788458140033322,0.2062065058332249,0.17788458140033322,0.19204554361677906,0.03279720179919889,0.034021824531214044,612,1280,True,True,replicated_ASD_reduced,198
ROI_023,ROI_041,22,40,0.1960346863735242,0.18327969931901783,0.1960346863735242,0.18327969931901783,0.18965719284627103,0.04505816137230191,0.029379183837352416,717,1162,True,True,replicated_ASD_enhanced,205
ROI_023,ROI_065,22,64,-0.19573993531377862,-0.20064750092925912,0.19573993531377862,0.20064750092925912,0.19819371812151887,0.04505816137230191,0.017950247795020847,723,826,True,True,replicated_ASD_reduced,179
ROI_023,ROI_088,22,87,-0.24713995112310552,-0.2163868514810032,0.24713995112310552,0.2163868514810032,0.23176340130205436,0.008315109127458751,0.00992541579977993,291,605,True,True,replicated_ASD_reduced,116
ROI_024,ROI_025,23,24,-0.2169151514715731,-0.2235994885251739,0.2169151514715731,0.2235994885251739,0.2202573199983735,0.0225340382698117,0.007451801953608717,508,536,True,True,replicated_ASD_reduced,142
ROI_024,ROI_026,23,25,-0.19586437095610765,-0.17823566987986955,0.19586437095610765,0.17823566987986955,0.1870500204179886,0.04545082269096511,0.03399368161241044,720,1268,True,True,replicated_ASD_reduced,207
ROI_024,ROI_035,23,34,-0.19513112939832458,-0.2516221414895791,0.19513112939832458,0.2516221414895791,0.22337663544395187,0.04505816137230191,0.002461764217869695,733,302,True,True,replicated_ASD_reduced,132
ROI_024,ROI_065,23,64,-0.20118361357731535,-0.31697370426166466,0.20118361357731535,0.31697370426166466,0.25907865891949,0.03782495849075052,9.5553213642123e-05,655,74,True,True,replicated_ASD_reduced,64
ROI_024,ROI_067,23,66,-0.20174091411639583,-0.18574888399967723,0.20174091411639583,0.18574888399967723,0.19374489905803655,0.036806097785581415,0.027193379113037597,649,1109,True,True,replicated_ASD_reduced,194
ROI_025,ROI_024,24,23,-0.2221893805958215,-0.24281868970890913,0.2221893805958215,0.24281868970890913,0.2325040351523653,0.019243255038982558,0.0034707404147919898,459,364,True,True,replicated_ASD_reduced,115
ROI_025,ROI_032,24,31,-0.2222229117637154,-0.1852287560727263,0.2222229117637154,0.1852287560727263,0.20372583391822086,0.019081405447563534,0.028497424508123387,458,1124,True,True,replicated_ASD_reduced,169
ROI_025,ROI_067,24,66,-0.20015924957365552,-0.18194035613837173,0.20015924957365552,0.18194035613837173,0.19104980285601364,0.03892455646957489,0.02963256965267669,669,1186,True,True,replicated_ASD_reduced,201
ROI_026,ROI_013,25,12,0.20022811655856718,0.19862515045630116,0.20022811655856718,0.19862515045630116,0.19942663350743417,0.039810730704334434,0.018650431275084745,668,859,True,True,replicated_ASD_enhanced,177
ROI_026,ROI_014,25,13,0.2540642257214805,0.22573704544931164,0.2540642257214805,0.22573704544931164,0.2399006355853961,0.006312717193874765,0.007038144347551922,253,517,True,True,replicated_ASD_enhanced,105
ROI_026,ROI_024,25,23,-0.21816357587805835,-0.17627796359304784,0.21816357587805835,0.17627796359304784,0.19722076973555308,0.023176628002415912,0.03589775781825559,494,1313,True,True,replicated_ASD_reduced,182
ROI_026,ROI_025,25,24,-0.19515661628709624,-0.2362779356043536,0.19515661628709624,0.2362779356043536,0.21571727594572493,0.046447027225820135,0.004693394867755113,732,423,True,True,replicated_ASD_reduced,148
ROI_026,ROI_031,25,30,-0.30069961743989004,-0.19017162785532157,0.30069961743989004,0.19017162785532157,0.24543562264760582,0.0009019710846449131,0.02400537862208505,95,1014,True,True,replicated_ASD_reduced,96
ROI_026,ROI_032,25,31,-0.30942702064254324,-0.200108991210135,0.30942702064254324,0.200108991210135,0.25476800592633914,0.0006899273500695233,0.017179893114469214,76,832,True,True,replicated_ASD_reduced,81
ROI_026,ROI_035,25,34,-0.2068352591142799,-0.379851706346832,0.2068352591142799,0.379851706346832,0.293343482730556,0.03138999001267735,1.6294596512041005e-06,604,16,True,True,replicated_ASD_reduced,23
ROI_026,ROI_036,25,35,-0.20200880974642052,-0.3135164666186139,0.20200880974642052,0.3135164666186139,0.2577626381825172,0.03583343522669851,0.00010582132580729548,647,81,True,True,replicated_ASD_reduced,68
ROI_026,ROI_067,25,66,-0.30154571580954515,-0.26436959356763884,0.30154571580954515,0.26436959356763884,0.282957654688592,0.0008392269929546386,0.0013527519715757592,92,225,True,True,replicated_ASD_reduced,33
ROI_027,ROI_014,26,13,0.20806515859737154,0.2485482263905898,0.20806515859737154,0.2485482263905898,0.22830669249398067,0.030679469994091366,0.002824715057143206,593,327,True,True,replicated_ASD_enhanced,123
ROI_028,ROI_012,27,11,0.21862356941352504,0.17475118575128698,0.21862356941352504,0.17475118575128698,0.196687377582406,0.02113019329063669,0.037969282625079155,491,1353,True,True,replicated_ASD_enhanced,184
ROI_028,ROI_014,27,13,0.3096781386823001,0.1729592052560016,0.3096781386823001,0.1729592052560016,0.24131867196915086,0.0006899273500695233,0.0405177550891854,73,1393,True,True,replicated_ASD_enhanced,103
ROI_028,ROI_064,27,63,0.208397905150165,0.1958340352319049,0.208397905150165,0.1958340352319049,0.20211597019103494,0.030679469994091366,0.020754869205284774,591,912,True,True,replicated_ASD_enhanced,172
ROI_028,ROI_065,27,64,-0.20991654368358192,-0.17955127844653113,0.20991654368358192,0.17955127844653113,0.19473391106505653,0.028430188924040627,0.03301591026456253,577,1240,True,True,replicated_ASD_reduced,191
ROI_029,ROI_012,28,11,-0.2051251879937755,-0.21109247422944827,0.2051251879937755,0.21109247422944827,0.20810883111161188,0.03392954146311834,0.011729230145928953,618,677,True,True,replicated_ASD_reduced,161
ROI_029,ROI_014,28,13,-0.25136395124688327,-0.19581361267358235,0.25136395124688327,0.19581361267358235,0.2235887819602328,0.007376847982346293,0.020430086137810166,264,914,True,True,replicated_ASD_reduced,131
ROI_030,ROI_023,29,22,0.20890881010650325,0.2192996123291816,0.20890881010650325,0.2192996123291816,0.21410421121784243,0.030972435034375544,0.009304574925254583,586,568,True,True,replicated_ASD_enhanced,152
